title,year,metacritic_score,metacritic_rank,oscars_nom,oscars_win,min_oscar_nom_metacritic_score,min_oscar_nom_rank,oscar_win_metacritic_score,oscar_win_rank,tie_rank
Three... Extremes,2005,66,162,0,0,66.0,165.0,66.0,165.0,4
Throw Down Your Heart,2009,65,153,0,0,53.0,242.0,95.0,1.0,5
Thumbsucker,2005,69,128,0,0,66.0,165.0,66.0,165.0,1
Thunder Road,2018,79,88,0,0,49.0,490.0,69.0,224.0,7
Thunder Soul,2011,81,35,0,0,46.0,409.0,89.0,5.0,4
Tibet: A Buddhist Trilogy,2006,72,95,0,0,69.0,126.0,85.0,15.0,4
Tibet: Cry of the Snow Lion,2003,75,56,0,0,72.0,73.0,94.0,1.0,6
Tickled,2016,76,104,0,0,69.0,220.0,99.0,1.0,8
Tickling Giants,2017,78,104,0,0,75.0,146.0,87.0,19.0,15
Tigers Are Not Afraid,2019,76,125,0,0,58.0,353.0,96.0,1.0,12
Tikkun,2016,71,201,0,0,69.0,220.0,99.0,1.0,18
Till,2022,78,95,0,0,63.0,296.0,81.0,51.0,15
Tim's Vermeer,2013,76,87,0,0,75.0,95.0,96.0,1.0,12
Timbuktu,2015,92,7,0,0,76.0,119.0,93.0,6.0,1
Time,2020,91,5,0,0,72.0,170.0,88.0,12.0,1
Time Out,2002,88,6,0,0,72.0,82.0,81.0,26.0,2
Time of the Wolf,2004,71,98,0,0,67.0,131.0,86.0,11.0,1
Time to Choose,2016,75,115,0,0,69.0,220.0,99.0,1.0,7
Timecode,2000,65,120,0,0,64.0,126.0,67.0,110.0,4
Timecrimes,2008,68,109,0,0,58.0,199.0,84.0,10.0,7
Tina,2021,81,72,0,0,49.0,437.0,72.0,171.0,7
Tinker Tailor Soldier Spy,2011,85,18,0,0,46.0,409.0,89.0,5.0,4
Tiny Furniture,2010,72,92,0,0,74.0,75.0,88.0,8.0,8
Tiny Tim: King for a Day,2021,73,163,0,0,49.0,437.0,72.0,171.0,8
Titane,2021,75,141,0,0,49.0,437.0,72.0,171.0,10
Titanic Town,2000,73,71,0,0,64.0,126.0,67.0,110.0,8
Tito and the Birds,2018,76,116,0,0,49.0,490.0,69.0,224.0,7
To All the Boys I've Loved Before,2018,64,303,0,0,49.0,490.0,69.0,224.0,1
To All the Boys: Always and Forever,2021,65,272,0,0,49.0,437.0,72.0,171.0,6
To Be Heard,2011,82,30,0,0,46.0,409.0,89.0,5.0,4
To Be and to Have,2003,87,9,0,0,72.0,73.0,94.0,1.0,1
To Die Like a Man,2011,68,156,0,0,46.0,409.0,89.0,5.0,10
To Dust,2019,66,250,0,0,58.0,353.0,96.0,1.0,2
To Leslie,2022,84,26,0,0,63.0,296.0,81.0,51.0,3
To the End,2022,64,292,0,0,63.0,296.0,81.0,51.0,11
To the Ends of the Earth,2020,85,25,0,0,72.0,170.0,88.0,12.0,2
Toast,2011,57,306,0,0,46.0,409.0,89.0,5.0,9
Together,2001,84,21,0,0,66.0,123.0,72.0,79.0,6
Together,2021,59,339,0,0,49.0,437.0,72.0,171.0,4
Together Together,2021,70,202,0,0,49.0,437.0,72.0,171.0,3
Togo,2019,69,207,0,0,58.0,353.0,96.0,1.0,6
Tokyo Godfathers,2004,75,59,0,0,67.0,131.0,86.0,11.0,1
Tokyo Sonata,2009,80,46,0,0,53.0,242.0,95.0,1.0,4
Tokyo Waka: A City Poem,2013,76,84,0,0,75.0,95.0,96.0,1.0,9
Tokyo!,2009,63,169,0,0,53.0,242.0,95.0,1.0,1
Tom Dowd & the Language of Music,2004,80,33,0,0,67.0,131.0,86.0,11.0,1
"Tom Petty, Somewhere You Feel Free",2021,70,204,0,0,49.0,437.0,72.0,171.0,5
Tomb Raider,2018,48,501,0,0,49.0,490.0,69.0,224.0,3
Tomboy,2011,74,83,0,0,46.0,409.0,89.0,5.0,4
Toni Erdmann,2016,93,5,0,0,69.0,220.0,99.0,1.0,1
Toni Morrison: The Pieces I Am,2019,82,42,0,0,58.0,353.0,96.0,1.0,2
Tony Hawk: Until the Wheels Fall Off,2022,75,133,0,0,63.0,296.0,81.0,51.0,9
Tony Takitani,2005,80,35,0,0,66.0,165.0,66.0,165.0,4
Too Late to Die Young,2019,80,82,0,0,58.0,353.0,96.0,1.0,17
Too Much Sleep,2001,67,117,0,0,66.0,123.0,72.0,79.0,5
Top Five,2014,81,49,0,0,71.0,166.0,87.0,16.0,2
Top Gun: Maverick,2022,78,83,1,0,63.0,296.0,81.0,51.0,3
Tori and Lokita,2023,78,95,0,0,77.0,109.0,89.0,12.0,4
Totally Under Control,2020,80,59,0,0,72.0,170.0,88.0,12.0,3
Touch,2024,74,149,0,0,70.0,192.0,91.0,10.0,14
Touch Me Not,2019,65,270,0,0,58.0,353.0,96.0,1.0,11
Touch the Sound: A Sound Journey with Evelyn Glennie,2005,75,68,0,0,66.0,165.0,66.0,165.0,3
Touching the Void,2004,82,26,0,0,67.0,131.0,86.0,11.0,3
Tove,2021,63,301,0,0,49.0,437.0,72.0,171.0,12
Towelhead,2008,57,209,0,0,58.0,199.0,84.0,10.0,4
Tower,2016,92,7,0,0,69.0,220.0,99.0,1.0,2
Tower Heist,2011,59,276,0,0,46.0,409.0,89.0,5.0,3
Toy Story 3,2010,92,3,1,0,74.0,75.0,88.0,8.0,1
Toy Story 4,2019,84,31,0,0,58.0,353.0,96.0,1.0,2
Toys in the Attic,2012,64,220,0,0,63.0,234.0,86.0,12.0,7
Tracks,2014,78,76,0,0,71.0,166.0,87.0,16.0,4
Traffic,2000,86,7,1,0,64.0,126.0,67.0,110.0,1
Train to Busan,2016,73,154,0,0,69.0,220.0,99.0,1.0,7
Training Day,2001,71,87,0,0,66.0,123.0,72.0,79.0,5
Traitor,2008,61,181,0,0,58.0,199.0,84.0,10.0,7
Tramps,2017,76,121,0,0,75.0,146.0,87.0,19.0,4
Transit,2019,82,41,0,0,58.0,353.0,96.0,1.0,1
Transpecos,2016,73,152,0,0,69.0,220.0,99.0,1.0,5
Transsiberian,2008,72,76,0,0,58.0,199.0,84.0,10.0,7
Trapped,2016,77,85,0,0,69.0,220.0,99.0,1.0,3
Travelers and Magicians,2005,71,105,0,0,66.0,165.0,66.0,165.0,5
Treeless Mountain,2009,75,73,0,0,53.0,242.0,95.0,1.0,5
Trembling Before G-d,2001,66,121,0,0,66.0,123.0,72.0,79.0,4
Trenque Lauquen Parte I,2023,94,4,0,0,77.0,109.0,89.0,12.0,3
Trenque Lauquen Parte II,2023,94,3,0,0,77.0,109.0,89.0,12.0,2
Triad Election,2007,83,21,0,0,81.0,29.0,92.0,5.0,3
Triangle of Sadness,2022,63,296,1,0,63.0,296.0,81.0,51.0,4
Trilogy: The Weeping Meadow,2005,73,87,0,0,66.0,165.0,66.0,165.0,6
Triple Frontier,2019,61,314,0,0,58.0,353.0,96.0,1.0,6
Tristram Shandy: A Cock and Bull Story,2006,80,34,0,0,69.0,126.0,85.0,15.0,2
Trollhunter,2011,61,250,0,0,46.0,409.0,89.0,5.0,2
Trolösa,2001,79,35,0,0,66.0,123.0,72.0,79.0,7
Trophy,2017,80,73,0,0,75.0,146.0,87.0,19.0,3
Tropic Thunder,2008,71,82,0,0,58.0,199.0,84.0,10.0,3
Tropical Malady,2005,81,27,0,0,66.0,165.0,66.0,165.0,1
Troubadours,2011,58,291,0,0,46.0,409.0,89.0,5.0,5
Trouble the Water,2008,83,23,0,0,58.0,199.0,84.0,10.0,5
Trucker,2009,61,184,0,0,53.0,242.0,95.0,1.0,2
True Grit,2010,80,34,1,0,74.0,75.0,88.0,8.0,1
True History of the Kelly Gang,2020,75,125,0,0,72.0,170.0,88.0,12.0,13
True Legend,2011,62,241,0,0,46.0,409.0,89.0,5.0,3
True Mothers,2021,64,278,0,0,49.0,437.0,72.0,171.0,1
True Things,2022,68,233,0,0,63.0,296.0,81.0,51.0,6
Truman,2017,81,63,0,0,75.0,146.0,87.0,19.0,4
Truman & Tennessee: An Intimate Conversation,2021,70,207,0,0,49.0,437.0,72.0,171.0,8
Trumbo,2008,71,83,0,0,58.0,199.0,84.0,10.0,4
Trust,2011,60,273,0,0,46.0,409.0,89.0,5.0,15
Tsotsi,2006,70,115,0,0,69.0,126.0,85.0,15.0,4
Tu Dors Nicole,2015,79,86,0,0,76.0,119.0,93.0,6.0,9
Tucker & Dale vs Evil,2011,65,201,0,0,46.0,409.0,89.0,5.0,11
"Tuesday, After Christmas",2011,81,39,0,0,46.0,409.0,89.0,5.0,8
Tully,2002,73,64,0,0,72.0,82.0,81.0,26.0,1
Tully,2018,75,131,0,0,49.0,490.0,69.0,224.0,11
Tulpan,2009,88,6,0,0,53.0,242.0,95.0,1.0,1
Turn Every Page: The Adventures of Robert Caro and Robert Gottlieb,2022,81,53,0,0,63.0,296.0,81.0,51.0,4
"Turn Me On, Dammit!",2012,70,131,0,0,63.0,234.0,86.0,12.0,4
Turning Red,2022,83,31,0,0,63.0,296.0,81.0,51.0,4
Turtle: The Incredible Journey,2011,56,313,0,0,46.0,409.0,89.0,5.0,3
Turtles Can Fly,2005,85,10,0,0,66.0,165.0,66.0,165.0,2
Tuya's Marriage,2008,71,80,0,0,58.0,199.0,84.0,10.0,1
Twelve Thirty,2011,50,376,0,0,46.0,409.0,89.0,5.0,15
Twilight of the Warriors: Walled In,2024,77,101,0,0,70.0,192.0,91.0,10.0,8
Twilight's Kiss,2021,71,194,0,0,49.0,437.0,72.0,171.0,9
Twinsters,2015,81,60,0,0,76.0,119.0,93.0,6.0,8
Twist of Faith,2005,70,124,0,0,66.0,165.0,66.0,165.0,9
"Two Days, One Night",2014,89,11,0,0,71.0,166.0,87.0,16.0,5
Two Family House,2000,79,21,0,0,64.0,126.0,67.0,110.0,1
Two Family House,2000,79,22,0,0,64.0,126.0,67.0,110.0,2
Two Gods,2021,76,115,0,0,49.0,437.0,72.0,171.0,2
Two Lovers,2009,74,80,0,0,53.0,242.0,95.0,1.0,6
Two Plains & a Fancy,2019,59,343,0,0,58.0,353.0,96.0,1.0,3
Two Step,2015,81,65,0,0,76.0,119.0,93.0,6.0,13
Two of Us,2021,82,58,0,0,49.0,437.0,72.0,171.0,6
Tyrannosaur,2011,65,207,0,0,46.0,409.0,89.0,5.0,17
Tyrel,2018,71,182,0,0,49.0,490.0,69.0,224.0,1
Tyson,2009,83,28,0,0,53.0,242.0,95.0,1.0,8
TÁR,2022,92,3,1,0,63.0,296.0,81.0,51.0,1
Tótem,2024,91,9,0,0,70.0,192.0,91.0,10.0,4
U-571,2000,62,138,0,0,64.0,126.0,67.0,110.0,8
U2 3D,2008,83,22,0,0,58.0,199.0,84.0,10.0,4
Unbreakable,2000,62,139,0,0,64.0,126.0,67.0,110.0,9
Uncertain,2017,89,9,0,0,75.0,146.0,87.0,19.0,1
Uncle Boonmee Who Can Recall His Past Lives,2011,87,9,0,0,46.0,409.0,89.0,5.0,3
Uncle Drew,2018,57,401,0,0,49.0,490.0,69.0,224.0,4
Uncle Howard,2016,73,155,0,0,69.0,220.0,99.0,1.0,8
Uncut Gems,2019,92,5,0,0,58.0,353.0,96.0,1.0,1
Undefeated,2012,71,119,0,0,63.0,234.0,86.0,12.0,1
Under African Skies,2012,82,28,0,0,63.0,234.0,86.0,12.0,5
Under Fire: Journalists in Combat,2011,74,89,0,0,46.0,409.0,89.0,5.0,10
Under Our Skin,2009,63,170,0,0,53.0,242.0,95.0,1.0,2
Under The Wire,2018,75,129,0,0,49.0,490.0,69.0,224.0,9
Under the City's Skin,2003,77,44,0,0,72.0,73.0,94.0,1.0,4
Under the Same Moon (La misma luna),2008,59,189,0,0,58.0,199.0,84.0,10.0,1
Under the Sand,2001,86,10,0,0,66.0,123.0,72.0,79.0,3
Under the Sea 3D,2009,77,57,0,0,53.0,242.0,95.0,1.0,4
Under the Shadow,2016,83,35,0,0,69.0,220.0,99.0,1.0,2
Under the Silver Lake,2019,60,339,0,0,58.0,353.0,96.0,1.0,18
Under the Skin,2014,82,43,0,0,71.0,166.0,87.0,16.0,2
Under the Sun,2016,81,52,0,0,69.0,220.0,99.0,1.0,6
Under the Tree,2018,75,128,0,0,49.0,490.0,69.0,224.0,8
Undergods,2021,71,199,0,0,49.0,437.0,72.0,171.0,14
Undertow,2010,76,58,0,0,74.0,75.0,88.0,8.0,6
Undine,2021,75,134,0,0,49.0,437.0,72.0,171.0,3
Unforgivable,2012,67,174,0,0,63.0,234.0,86.0,12.0,11
Unfriended: Dark Web,2018,53,444,0,0,49.0,490.0,69.0,224.0,7
Union,2024,80,62,0,0,70.0,192.0,91.0,10.0,4
United 93,2006,90,4,0,0,69.0,126.0,85.0,15.0,2
Unknown,2011,56,317,0,0,46.0,409.0,89.0,5.0,7
Unlovable,2018,77,106,0,0,49.0,490.0,69.0,224.0,5
Unmade Beds,2009,66,146,0,0,53.0,242.0,95.0,1.0,7
Unmistaken Child,2009,66,140,0,0,53.0,242.0,95.0,1.0,1
Unrelated,2014,74,122,0,0,71.0,166.0,87.0,16.0,4
Unrest,2017,80,71,0,0,75.0,146.0,87.0,19.0,1
Unsane,2018,63,322,0,0,49.0,490.0,69.0,224.0,9
Until the Light Takes Us,2009,54,239,0,0,53.0,242.0,95.0,1.0,10
Untouchable,2019,71,175,0,0,58.0,353.0,96.0,1.0,2
Up,2009,88,7,1,0,53.0,242.0,95.0,1.0,2
Up and Down,2005,78,50,0,0,66.0,165.0,66.0,165.0,5
Up for Grabs,2005,69,129,0,0,66.0,165.0,66.0,165.0,2
Up in the Air,2009,83,27,1,0,53.0,242.0,95.0,1.0,7
Up the Yangtze,2008,84,13,0,0,58.0,199.0,84.0,10.0,4
Upgrade,2018,67,266,0,0,49.0,490.0,69.0,224.0,13
Uppercase Print,2021,80,79,0,0,49.0,437.0,72.0,171.0,2
Upstream Color,2013,81,44,0,0,75.0,95.0,96.0,1.0,7
Urbania,2000,73,68,0,0,64.0,126.0,67.0,110.0,5
Us,2019,81,56,0,0,58.0,353.0,96.0,1.0,5
Us and Them,2018,56,415,0,0,49.0,490.0,69.0,224.0,6
Ushpizin,2005,70,118,0,0,66.0,165.0,66.0,165.0,3
Utama,2022,74,151,0,0,63.0,296.0,81.0,51.0,16
V/H/S/94,2021,63,294,0,0,49.0,437.0,72.0,171.0,5
Va Savoir (Who Knows?),2001,79,36,0,0,66.0,123.0,72.0,79.0,8
Vacation Friends,2021,49,435,0,0,49.0,437.0,72.0,171.0,3
Val,2021,73,158,0,0,49.0,437.0,72.0,171.0,3
Valentino: The Last Emperor,2009,68,125,0,0,53.0,242.0,95.0,1.0,1
Vanishing on 7th Street,2011,50,364,0,0,46.0,409.0,89.0,5.0,3
Varda by Agnès,2019,85,26,0,0,58.0,353.0,96.0,1.0,3
Vazante,2018,68,252,0,0,49.0,490.0,69.0,224.0,15
Velvet Buzzsaw,2019,61,318,0,0,58.0,353.0,96.0,1.0,10
Vengeance,2022,65,268,0,0,63.0,296.0,81.0,51.0,3
Vengo,2001,64,138,0,0,66.0,123.0,72.0,79.0,7
Venom: Let There Be Carnage,2021,49,439,0,0,49.0,437.0,72.0,171.0,7
Venus,2006,82,27,0,0,69.0,126.0,85.0,15.0,1
Vera Drake,2004,83,23,0,0,67.0,131.0,86.0,11.0,5
Vermiglio,2024,84,29,0,0,70.0,192.0,91.0,10.0,4
Vesper,2022,70,196,0,0,63.0,296.0,81.0,51.0,1
Vice,2018,61,351,1,0,49.0,490.0,69.0,224.0,4
Vicky Cristina Barcelona,2008,70,88,0,0,58.0,199.0,84.0,10.0,2
Victoria,2015,77,95,0,0,76.0,119.0,93.0,6.0,3
Vidal Sassoon: The Movie,2011,63,231,0,0,46.0,409.0,89.0,5.0,5
Villains,2019,63,295,0,0,58.0,353.0,96.0,1.0,9
Vincere,2010,85,15,0,0,74.0,75.0,88.0,8.0,3
Viola,2013,82,31,0,0,75.0,95.0,96.0,1.0,2
Violation,2021,70,212,0,0,49.0,437.0,72.0,171.0,13
Violet,2021,61,324,0,0,49.0,437.0,72.0,171.0,14
Violette,2014,72,146,0,0,71.0,166.0,87.0,16.0,8
Viper Club,2018,57,405,0,0,49.0,490.0,69.0,224.0,8
Vision Portraits,2019,75,138,0,0,58.0,353.0,96.0,1.0,11
Visual Acoustics,2009,67,136,0,0,53.0,242.0,95.0,1.0,4
Vitalina Varela,2020,86,22,0,0,72.0,170.0,88.0,12.0,4
Viva,2008,58,197,0,0,58.0,199.0,84.0,10.0,2
Viva,2016,69,219,0,0,69.0,220.0,99.0,1.0,3
Viva Riva!,2011,65,198,0,0,46.0,409.0,89.0,5.0,8
Vivo,2021,66,266,0,0,49.0,437.0,72.0,171.0,10
Vodka Lemon,2004,69,117,0,0,67.0,131.0,86.0,11.0,4
Volver,2006,84,22,0,0,69.0,126.0,85.0,15.0,4
Vortex,2022,82,41,0,0,63.0,296.0,81.0,51.0,4
Vox Lux,2018,67,256,0,0,49.0,490.0,69.0,224.0,3
Voyage of Time: The IMAX Experience,2016,77,84,0,0,69.0,220.0,99.0,1.0,2
Vénus beauté (institut),2000,64,123,0,0,64.0,126.0,67.0,110.0,3
WALL-E,2008,95,2,0,0,58.0,199.0,84.0,10.0,1
Wadd: The Life & Times of John C. Holmes,2001,64,137,0,0,66.0,123.0,72.0,79.0,6
Wadjda,2013,81,39,0,0,75.0,95.0,96.0,1.0,2
Waging a Living,2005,70,121,0,0,66.0,165.0,66.0,165.0,6
Wagner's Dream,2012,79,48,0,0,63.0,234.0,86.0,12.0,4
Waiting for 'Superman',2010,81,33,0,0,74.0,75.0,88.0,8.0,6
Wake in Fright (1971),2012,85,15,0,0,63.0,234.0,86.0,12.0,1
Waking Life,2001,84,16,0,0,66.0,123.0,72.0,79.0,1
Wal-Mart: The High Cost of Low Price,2005,71,103,0,0,66.0,165.0,66.0,165.0,3
Walk Up,2023,87,18,0,0,77.0,109.0,89.0,12.0,4
Walk the Line,2005,72,96,0,0,66.0,165.0,66.0,165.0,8
Walking Out,2017,79,86,0,0,75.0,146.0,87.0,19.0,3
Walking on Water,2019,63,294,0,0,58.0,353.0,96.0,1.0,8
Wallace & Gromit: The Curse of the Were-Rabbit,2005,87,5,0,0,66.0,165.0,66.0,165.0,2
Walt & El Grupo,2009,55,223,0,0,53.0,242.0,95.0,1.0,2
Waltz with Bashir,2008,91,4,0,0,58.0,199.0,84.0,10.0,1
Wanted,2008,64,139,0,0,58.0,199.0,84.0,10.0,1
War Game,2024,71,178,0,0,70.0,192.0,91.0,10.0,3
War Horse,2011,72,103,1,0,46.0,409.0,89.0,5.0,9
War Photographer,2002,79,32,0,0,72.0,82.0,81.0,26.0,1
War Witch,2013,84,20,0,0,75.0,95.0,96.0,1.0,1
War for the Planet of the Apes,2017,82,54,0,0,75.0,146.0,87.0,19.0,2
War of the Worlds,2005,73,88,0,0,66.0,165.0,66.0,165.0,7
Warrior,2011,71,122,0,0,46.0,409.0,89.0,5.0,13
Waste Land,2010,78,47,0,0,74.0,75.0,88.0,8.0,3
Watcher,2022,72,183,0,0,63.0,296.0,81.0,51.0,11
Watchers of the Sky,2014,85,33,0,0,71.0,166.0,87.0,16.0,5
Watchmen,2009,56,219,0,0,53.0,242.0,95.0,1.0,5
Water,2006,77,52,0,0,69.0,126.0,85.0,15.0,8
Water Drops on Burning Rocks,2000,73,66,0,0,64.0,126.0,67.0,110.0,3
Water Lilies,2008,67,124,0,0,58.0,199.0,84.0,10.0,11
Water for Elephants,2011,52,356,0,0,46.0,409.0,89.0,5.0,10
Watergate,2018,73,164,0,0,49.0,490.0,69.0,224.0,9
Watermarks,2005,67,152,0,0,66.0,165.0,66.0,165.0,6
Waves,2019,80,68,0,0,58.0,353.0,96.0,1.0,3
We Are Little Zombies,2020,76,102,0,0,72.0,170.0,88.0,12.0,1
We Are What We Are,2011,65,209,0,0,46.0,409.0,89.0,5.0,19
We Are Wizards,2008,59,192,0,0,58.0,199.0,84.0,10.0,4
We Are the Best!,2014,87,18,0,0,71.0,166.0,87.0,16.0,3
We Bought a Zoo,2011,58,297,0,0,46.0,409.0,89.0,5.0,11
We Broke Up,2021,53,400,0,0,49.0,437.0,72.0,171.0,5
We Come as Friends,2015,80,67,0,0,76.0,119.0,93.0,6.0,2
We Feed People,2022,77,109,0,0,63.0,296.0,81.0,51.0,9
We Grown Now,2024,76,114,0,0,70.0,192.0,91.0,10.0,8
We Have Always Lived in the Castle,2019,63,300,0,0,58.0,353.0,96.0,1.0,14
We Have a Pope,2012,64,223,0,0,63.0,234.0,86.0,12.0,10
We Jam Econo: The Story of the Minutemen,2005,66,159,0,0,66.0,165.0,66.0,165.0,1
We Live in Public,2009,69,124,0,0,53.0,242.0,95.0,1.0,10
We Met in Virtual Reality,2022,78,89,0,0,63.0,296.0,81.0,51.0,9
We Need to Do Something,2021,48,446,0,0,49.0,437.0,72.0,171.0,6
We Need to Talk About Kevin,2011,68,155,0,0,46.0,409.0,89.0,5.0,9
We Steal Secrets: The Story of WikiLeaks,2013,76,85,0,0,75.0,95.0,96.0,1.0,10
We Were Here,2011,94,2,0,0,46.0,409.0,89.0,5.0,1
We the Animals,2018,80,74,0,0,49.0,490.0,69.0,224.0,6
We're All Going to the World's Fair,2022,78,99,0,0,63.0,296.0,81.0,51.0,19
WeWork: Or the Making and Breaking of a $47 Billion Unicorn,2021,61,313,0,0,49.0,437.0,72.0,171.0,3
Weathering with You,2020,72,164,0,0,72.0,170.0,88.0,12.0,8
Weekend,2011,81,34,0,0,46.0,409.0,89.0,5.0,3
Weightless,2018,56,411,0,0,49.0,490.0,69.0,224.0,2
Weiner,2016,84,33,0,0,69.0,220.0,99.0,1.0,5
Weird: The Al Yankovic Story,2022,70,205,0,0,63.0,296.0,81.0,51.0,10
Welcome to Chechnya,2020,86,21,0,0,72.0,170.0,88.0,12.0,3
Welcome to Leith,2015,78,89,0,0,76.0,119.0,93.0,6.0,1
Welcome to Pine Hill,2013,74,107,0,0,75.0,95.0,96.0,1.0,6
Wendell & Wild,2022,69,217,0,0,63.0,296.0,81.0,51.0,9
Wendy and Lucy,2008,80,34,0,0,58.0,199.0,84.0,10.0,2
Werckmeister Harmonies,2001,92,3,0,0,66.0,123.0,72.0,79.0,3
Werewolf,2018,73,159,0,0,49.0,490.0,69.0,224.0,4
Werewolves Within,2021,66,257,0,0,49.0,437.0,72.0,171.0,1
West Side Story,2021,85,29,1,0,49.0,437.0,72.0,171.0,2
West of Memphis,2012,80,44,0,0,63.0,234.0,86.0,12.0,6
West of Sunshine,2019,64,282,0,0,58.0,353.0,96.0,1.0,11
West of the Jordan River,2018,56,416,0,0,49.0,490.0,69.0,224.0,7
Western,2015,89,15,0,0,76.0,119.0,93.0,6.0,3
Western,2018,81,61,0,0,49.0,490.0,69.0,224.0,1
Western Stars,2019,80,67,0,0,58.0,353.0,96.0,1.0,2
"Westwood: Punk, Icon, Activist",2018,64,305,0,0,49.0,490.0,69.0,224.0,3
Wet Season,2021,73,164,0,0,49.0,437.0,72.0,171.0,9
Wetlands,2014,77,79,0,0,71.0,166.0,87.0,16.0,2
Whale Rider,2003,80,33,0,0,72.0,73.0,94.0,1.0,2
What Do We See When We Look at the Sky?,2021,82,60,0,0,49.0,437.0,72.0,171.0,8
What Doesn't Kill You,2008,71,81,0,0,58.0,199.0,84.0,10.0,2
What Is Democracy?,2019,71,180,0,0,58.0,353.0,96.0,1.0,7
What Josiah Saw,2022,70,208,0,0,63.0,296.0,81.0,51.0,13
What Keeps You Alive,2018,66,273,0,0,49.0,490.0,69.0,224.0,1
What Maisie Knew,2013,74,102,0,0,75.0,95.0,96.0,1.0,1
What Richard Did,2013,80,46,0,0,75.0,95.0,96.0,1.0,1
What She Said: The Art of Pauline Kael,2019,68,220,0,0,58.0,353.0,96.0,1.0,2
What They Had,2018,69,231,0,0,49.0,490.0,69.0,224.0,11
What Time Is It Over There?,2002,79,33,0,0,72.0,82.0,81.0,26.0,2
What Will People Say,2018,69,229,0,0,49.0,490.0,69.0,224.0,9
What You Gonna Do When the World's on Fire?,2019,68,222,0,0,58.0,353.0,96.0,1.0,4
What the Constitution Means to Me,2020,87,18,0,0,72.0,170.0,88.0,12.0,5
Wheel of Fortune and Fantasy,2021,86,26,0,0,49.0,437.0,72.0,171.0,3
When I Saw You,2014,72,147,0,0,71.0,166.0,87.0,16.0,9
When Lambs Become Lions,2019,75,139,0,0,58.0,353.0,96.0,1.0,12
When Two Worlds Collide,2016,71,190,0,0,69.0,220.0,99.0,1.0,7
When We Leave,2011,65,191,0,0,46.0,409.0,89.0,5.0,1
When the Levees Broke: A Requiem in Four Acts,2006,89,6,0,0,69.0,126.0,85.0,15.0,2
Where Is Kyra?,2018,72,169,0,0,49.0,490.0,69.0,224.0,3
Where Soldiers Come From,2011,58,288,0,0,46.0,409.0,89.0,5.0,2
Where the Wild Things Are,2009,71,102,0,0,53.0,242.0,95.0,1.0,5
Where's My Roy Cohn?,2019,70,191,0,0,58.0,353.0,96.0,1.0,1
Which Way Is the Front Line from Here? The Life and Time of Tim Hetherington,2013,80,52,0,0,75.0,95.0,96.0,1.0,7
While We're Young,2015,77,103,0,0,76.0,119.0,93.0,6.0,11
Whip It,2009,68,132,0,0,53.0,242.0,95.0,1.0,8
Whiplash,2014,89,8,1,0,71.0,166.0,87.0,16.0,2
Whisky,2005,66,160,0,0,66.0,165.0,66.0,165.0,2
White Boy Rick,2018,59,373,0,0,49.0,490.0,69.0,224.0,1
White God,2015,80,73,0,0,76.0,119.0,93.0,6.0,8
White Irish Drinkers,2011,51,359,0,0,46.0,409.0,89.0,5.0,2
White Material,2010,81,31,0,0,74.0,75.0,88.0,8.0,4
White Noise,2022,66,258,0,0,63.0,296.0,81.0,51.0,7
White Riot,2020,80,61,0,0,72.0,170.0,88.0,12.0,5
White Sun,2017,81,68,0,0,75.0,146.0,87.0,19.0,9
Whitey: United States of America v. James J. Bulger,2014,71,162,0,0,71.0,166.0,87.0,16.0,7
Whitney,2018,75,136,0,0,49.0,490.0,69.0,224.0,16
Who Gets to Call It Art?,2006,70,125,0,0,69.0,126.0,85.0,15.0,14
Who Killed the Electric Car?,2006,70,121,0,0,69.0,126.0,85.0,15.0,10
Who We Are Now,2018,83,49,0,0,49.0,490.0,69.0,224.0,3
Who We Are: A Chronicle of Racism in America,2022,78,94,0,0,63.0,296.0,81.0,51.0,14
Who You Think I Am,2021,70,203,0,0,49.0,437.0,72.0,171.0,4
Who the #$&% Is Jackson Pollock?,2006,70,113,0,0,69.0,126.0,85.0,15.0,2
Whores' Glory,2012,73,96,0,0,63.0,234.0,86.0,12.0,9
Whose Streets?,2017,79,84,0,0,75.0,146.0,87.0,19.0,1
Wicked,2024,73,158,1,0,70.0,192.0,91.0,10.0,3
Widows,2018,84,43,0,0,49.0,490.0,69.0,224.0,3
Wife of a Spy,2021,79,91,0,0,49.0,437.0,72.0,171.0,2
Wilbur Wants to Kill Himself,2004,69,118,0,0,67.0,131.0,86.0,11.0,5
Wild,2014,74,121,0,0,71.0,166.0,87.0,16.0,3
Wild Indian,2021,74,155,0,0,49.0,437.0,72.0,171.0,14
Wild Men,2022,71,194,0,0,63.0,296.0,81.0,51.0,9
Wild Nights with Emily,2019,74,150,0,0,58.0,353.0,96.0,1.0,9
Wild Rose,2019,80,73,0,0,58.0,353.0,96.0,1.0,8
Wild Tales,2015,77,99,0,0,76.0,119.0,93.0,6.0,7
Wildcat,2022,71,190,0,0,63.0,296.0,81.0,51.0,5
Wildhood,2022,69,211,0,0,63.0,296.0,81.0,51.0,3
Wildlife,2018,80,81,0,0,49.0,490.0,69.0,224.0,13
Wildling,2018,58,386,0,0,49.0,490.0,69.0,224.0,3
Will & Harper,2024,74,151,0,0,70.0,192.0,91.0,10.0,16
William Eggleston in the Real World,2005,69,133,0,0,66.0,165.0,66.0,165.0,6
