"state","state_abb","date","candidate","col","row","actual","biden_share","sanders_share","other_share","nth_del"
"Florida","FL",2020-03-17,"Sanders",19,84,FALSE,0,1,0,804
"Florida","FL",2020-03-17,"Sanders",20,84,FALSE,0,1,0,805
"Florida","FL",2020-03-17,"Sanders",21,84,FALSE,0,1,0,806
"Florida","FL",2020-03-17,"Sanders",22,84,FALSE,0,1,0,807
"Florida","FL",2020-03-17,"Sanders",23,84,FALSE,0,1,0,808
"Florida","FL",2020-03-17,"Sanders",24,84,FALSE,0,1,0,809
"Florida","FL",2020-03-17,"Sanders",20,85,FALSE,0,1,0,810
"Florida","FL",2020-03-17,"Sanders",21,85,FALSE,0,1,0,811
"Florida","FL",2020-03-17,"Sanders",22,85,FALSE,0,1,0,812
"Florida","FL",2020-03-17,"Sanders",23,85,FALSE,0,1,0,813
"Florida","FL",2020-03-17,"Sanders",24,85,FALSE,0,1,0,814
"Florida","FL",2020-03-17,"Sanders",20,86,FALSE,0,1,0,815
"Florida","FL",2020-03-17,"Sanders",21,86,FALSE,0,1,0,816
"Florida","FL",2020-03-17,"Sanders",22,86,FALSE,0,1,0,817
"Florida","FL",2020-03-17,"Sanders",23,86,FALSE,0,1,0,818
"Florida","FL",2020-03-17,"Sanders",24,86,FALSE,0,1,0,819
"Florida","FL",2020-03-17,"Sanders",20,87,FALSE,0,1,0,820
"Florida","FL",2020-03-17,"Sanders",21,87,FALSE,0,1,0,821
"Florida","FL",2020-03-17,"Sanders",22,87,FALSE,0,1,0,822
"Florida","FL",2020-03-17,"Sanders",23,87,FALSE,0,1,0,823
"Florida","FL",2020-03-17,"Sanders",24,87,FALSE,0,1,0,824
"Florida","FL",2020-03-17,"Sanders",20,88,FALSE,0,1,0,825
"Florida","FL",2020-03-17,"Sanders",21,88,FALSE,0,1,0,826
"Florida","FL",2020-03-17,"Sanders",22,88,FALSE,0,1,0,827
"Florida","FL",2020-03-17,"Sanders",23,88,FALSE,0,1,0,828
"Florida","FL",2020-03-17,"Sanders",24,88,FALSE,0,1,0,829
"Florida","FL",2020-03-17,"Sanders",20,89,FALSE,0,1,0,830
"Florida","FL",2020-03-17,"Sanders",21,89,FALSE,0,1,0,831
"Florida","FL",2020-03-17,"Sanders",22,89,FALSE,0,1,0,832
"Florida","FL",2020-03-17,"Sanders",23,89,FALSE,0,1,0,833
"Florida","FL",2020-03-17,"Sanders",24,89,FALSE,0,1,0,834
"Florida","FL",2020-03-17,"Sanders",19,90,FALSE,0,1,0,835
"Florida","FL",2020-03-17,"Sanders",20,90,FALSE,0,1,0,836
"Florida","FL",2020-03-17,"Sanders",21,90,FALSE,0,1,0,837
"Florida","FL",2020-03-17,"Unassigned",18,82,FALSE,0,0,0,11
"Florida","FL",2020-03-17,"Unassigned",18,83,FALSE,0,0,0,12
"Florida","FL",2020-03-17,"Unassigned",18,84,FALSE,0,0,0,13
"Florida","FL",2020-03-17,"Unassigned",18,85,FALSE,0,0,0,14
"Florida","FL",2020-03-17,"Unassigned",19,85,FALSE,0,0,0,15
"Florida","FL",2020-03-17,"Unassigned",18,86,FALSE,0,0,0,16
"Florida","FL",2020-03-17,"Unassigned",19,86,FALSE,0,0,0,17
"Florida","FL",2020-03-17,"Unassigned",18,87,FALSE,0,0,0,18
"Florida","FL",2020-03-17,"Unassigned",19,87,FALSE,0,0,0,19
"Florida","FL",2020-03-17,"Unassigned",18,88,FALSE,0,0,0,20
"Florida","FL",2020-03-17,"Unassigned",19,88,FALSE,0,0,0,21
"Florida","FL",2020-03-17,"Unassigned",18,89,FALSE,0,0,0,22
"Florida","FL",2020-03-17,"Unassigned",19,89,FALSE,0,0,0,23
"Florida","FL",2020-03-17,"Unassigned",18,90,FALSE,0,0,0,24
"Georgia","GA",2020-05-19,"Biden",1,110,FALSE,1,0,0,1281
"Georgia","GA",2020-05-19,"Biden",2,110,FALSE,1,0,0,1282
"Georgia","GA",2020-05-19,"Biden",3,110,FALSE,1,0,0,1283
"Georgia","GA",2020-05-19,"Biden",4,110,FALSE,1,0,0,1284
"Georgia","GA",2020-05-19,"Biden",5,110,FALSE,1,0,0,1285
"Georgia","GA",2020-05-19,"Biden",1,111,FALSE,1,0,0,1295
"Georgia","GA",2020-05-19,"Biden",2,111,FALSE,1,0,0,1296
"Georgia","GA",2020-05-19,"Biden",3,111,FALSE,1,0,0,1297
"Georgia","GA",2020-05-19,"Biden",4,111,FALSE,1,0,0,1298
"Georgia","GA",2020-05-19,"Biden",5,111,FALSE,1,0,0,1299
"Georgia","GA",2020-05-19,"Biden",6,111,FALSE,1,0,0,1300
"Georgia","GA",2020-05-19,"Biden",7,111,FALSE,1,0,0,1301
"Georgia","GA",2020-05-19,"Biden",8,111,FALSE,1,0,0,1302
"Georgia","GA",2020-05-19,"Biden",9,111,FALSE,1,0,0,1303
"Georgia","GA",2020-05-19,"Biden",10,111,FALSE,1,0,0,1304
"Georgia","GA",2020-05-19,"Biden",11,111,FALSE,1,0,0,1305
"Georgia","GA",2020-05-19,"Biden",12,111,FALSE,1,0,0,1306
"Georgia","GA",2020-05-19,"Biden",13,111,FALSE,1,0,0,1307
"Georgia","GA",2020-05-19,"Biden",14,111,FALSE,1,0,0,1308
"Georgia","GA",2020-05-19,"Biden",15,111,FALSE,1,0,0,1309
"Georgia","GA",2020-05-19,"Biden",16,111,FALSE,1,0,0,1310
"Georgia","GA",2020-05-19,"Biden",17,111,FALSE,1,0,0,1311
"Georgia","GA",2020-05-19,"Biden",18,111,FALSE,1,0,0,1312
"Georgia","GA",2020-05-19,"Biden",1,112,FALSE,1,0,0,1313
"Georgia","GA",2020-05-19,"Biden",2,112,FALSE,1,0,0,1314
"Georgia","GA",2020-05-19,"Biden",3,112,FALSE,1,0,0,1315
"Georgia","GA",2020-05-19,"Biden",4,112,FALSE,1,0,0,1316
"Georgia","GA",2020-05-19,"Biden",5,112,FALSE,1,0,0,1317
"Georgia","GA",2020-05-19,"Biden",6,112,FALSE,1,0,0,1318
"Georgia","GA",2020-05-19,"Biden",7,112,FALSE,1,0,0,1319
"Georgia","GA",2020-05-19,"Biden",8,112,FALSE,1,0,0,1320
"Georgia","GA",2020-05-19,"Biden",9,112,FALSE,1,0,0,1321
"Georgia","GA",2020-05-19,"Biden",10,112,FALSE,1,0,0,1322
"Georgia","GA",2020-05-19,"Biden",11,112,FALSE,1,0,0,1323
"Georgia","GA",2020-05-19,"Biden",12,112,FALSE,1,0,0,1324
"Georgia","GA",2020-05-19,"Biden",13,112,FALSE,1,0,0,1325
"Georgia","GA",2020-05-19,"Biden",14,112,FALSE,1,0,0,1326
"Georgia","GA",2020-05-19,"Biden",15,112,FALSE,1,0,0,1327
"Georgia","GA",2020-05-19,"Biden",16,112,FALSE,1,0,0,1328
"Georgia","GA",2020-05-19,"Biden",17,112,FALSE,1,0,0,1329
"Georgia","GA",2020-05-19,"Biden",18,112,FALSE,1,0,0,1330
"Georgia","GA",2020-05-19,"Biden",1,113,FALSE,1,0,0,1331
"Georgia","GA",2020-05-19,"Biden",2,113,FALSE,1,0,0,1332
"Georgia","GA",2020-05-19,"Biden",3,113,FALSE,1,0,0,1333
"Georgia","GA",2020-05-19,"Biden",4,113,FALSE,1,0,0,1334
"Georgia","GA",2020-05-19,"Biden",5,113,FALSE,1,0,0,1335
"Georgia","GA",2020-05-19,"Biden",6,113,FALSE,1,0,0,1336
"Georgia","GA",2020-05-19,"Biden",7,113,FALSE,1,0,0,1337
"Georgia","GA",2020-05-19,"Biden",8,113,FALSE,1,0,0,1338
"Georgia","GA",2020-05-19,"Biden",9,113,FALSE,1,0,0,1339
"Georgia","GA",2020-05-19,"Biden",10,113,FALSE,1,0,0,1340
"Georgia","GA",2020-05-19,"Biden",11,113,FALSE,1,0,0,1341
"Georgia","GA",2020-05-19,"Biden",12,113,FALSE,1,0,0,1342
"Georgia","GA",2020-05-19,"Biden",13,113,FALSE,1,0,0,1343
"Georgia","GA",2020-05-19,"Biden",14,113,FALSE,1,0,0,1344
"Georgia","GA",2020-05-19,"Biden",15,113,FALSE,1,0,0,1345
"Georgia","GA",2020-05-19,"Biden",16,113,FALSE,1,0,0,1346
"Georgia","GA",2020-05-19,"Biden",17,113,FALSE,1,0,0,1347
"Georgia","GA",2020-05-19,"Biden",18,113,FALSE,1,0,0,1348
"Georgia","GA",2020-05-19,"Biden",2,114,FALSE,1,0,0,1350
"Georgia","GA",2020-05-19,"Biden",3,114,FALSE,1,0,0,1351
"Georgia","GA",2020-05-19,"Biden",4,114,FALSE,1,0,0,1352
"Georgia","GA",2020-05-19,"Biden",5,114,FALSE,1,0,0,1353
"Georgia","GA",2020-05-19,"Biden",6,114,FALSE,1,0,0,1354
"Georgia","GA",2020-05-19,"Biden",7,114,FALSE,1,0,0,1355
"Georgia","GA",2020-05-19,"Biden",8,114,FALSE,1,0,0,1356
"Georgia","GA",2020-05-19,"Biden",9,114,FALSE,1,0,0,1357
"Georgia","GA",2020-05-19,"Biden",10,114,FALSE,1,0,0,1358
"Georgia","GA",2020-05-19,"Biden",11,114,FALSE,1,0,0,1359
"Georgia","GA",2020-05-19,"Biden",12,114,FALSE,1,0,0,1360
"Georgia","GA",2020-05-19,"Biden",13,114,FALSE,1,0,0,1361
"Georgia","GA",2020-05-19,"Biden",14,114,FALSE,1,0,0,1362
"Georgia","GA",2020-05-19,"Biden",15,114,FALSE,1,0,0,1363
"Georgia","GA",2020-05-19,"Biden",16,114,FALSE,1,0,0,1364
"Georgia","GA",2020-05-19,"Biden",17,114,FALSE,1,0,0,1365
"Georgia","GA",2020-05-19,"Biden",18,114,FALSE,1,0,0,1366
"Georgia","GA",2020-05-19,"Sanders",20,110,FALSE,0,1,0,954
"Georgia","GA",2020-05-19,"Sanders",21,110,FALSE,0,1,0,955
"Georgia","GA",2020-05-19,"Sanders",22,110,FALSE,0,1,0,956
"Georgia","GA",2020-05-19,"Sanders",23,110,FALSE,0,1,0,957
"Georgia","GA",2020-05-19,"Sanders",24,110,FALSE,0,1,0,958
"Georgia","GA",2020-05-19,"Sanders",19,111,FALSE,0,1,0,959
"Georgia","GA",2020-05-19,"Sanders",20,111,FALSE,0,1,0,960
"Georgia","GA",2020-05-19,"Sanders",21,111,FALSE,0,1,0,961
"Georgia","GA",2020-05-19,"Sanders",22,111,FALSE,0,1,0,962
"Georgia","GA",2020-05-19,"Sanders",23,111,FALSE,0,1,0,963
"Georgia","GA",2020-05-19,"Sanders",24,111,FALSE,0,1,0,964
"Georgia","GA",2020-05-19,"Sanders",19,112,FALSE,0,1,0,965
"Georgia","GA",2020-05-19,"Sanders",20,112,FALSE,0,1,0,966
"Georgia","GA",2020-05-19,"Sanders",21,112,FALSE,0,1,0,967
"Georgia","GA",2020-05-19,"Sanders",22,112,FALSE,0,1,0,968
"Georgia","GA",2020-05-19,"Sanders",23,112,FALSE,0,1,0,969
"Georgia","GA",2020-05-19,"Sanders",24,112,FALSE,0,1,0,970
"Georgia","GA",2020-05-19,"Sanders",19,113,FALSE,0,1,0,971
"Georgia","GA",2020-05-19,"Sanders",20,113,FALSE,0,1,0,972
"Georgia","GA",2020-05-19,"Sanders",21,113,FALSE,0,1,0,973
"Georgia","GA",2020-05-19,"Sanders",22,113,FALSE,0,1,0,974
"Georgia","GA",2020-05-19,"Sanders",23,113,FALSE,0,1,0,975
"Georgia","GA",2020-05-19,"Sanders",24,113,FALSE,0,1,0,976
"Georgia","GA",2020-05-19,"Sanders",20,114,FALSE,0,1,0,977
"Georgia","GA",2020-05-19,"Sanders",21,114,FALSE,0,1,0,978
"Georgia","GA",2020-05-19,"Sanders",22,114,FALSE,0,1,0,979
"Georgia","GA",2020-05-19,"Sanders",23,114,FALSE,0,1,0,980
"Georgia","GA",2020-05-19,"Sanders",24,114,FALSE,0,1,0,981
"Georgia","GA",2020-05-19,"Split",19,114,FALSE,0.1,0.9,0,2
"Guam","GU",2020-05-02,"Biden",14,153,FALSE,1,0,0,2006
"Guam","GU",2020-05-02,"Biden",15,153,FALSE,1,0,0,2007
"Guam","GU",2020-05-02,"Biden",16,153,FALSE,1,0,0,2008
"Guam","GU",2020-05-02,"Biden",17,153,FALSE,1,0,0,2009
"Guam","GU",2020-05-02,"Sanders",19,153,FALSE,0,1,0,1256
"Guam","GU",2020-05-02,"Sanders",20,153,FALSE,0,1,0,1257
"Guam","GU",2020-05-02,"Split",18,153,FALSE,0.9,0.1,0,15
"Hawaii","HI",2020-04-04,"Biden",5,117,FALSE,1,0,0,1403
"Hawaii","HI",2020-04-04,"Biden",6,117,FALSE,1,0,0,1404
"Hawaii","HI",2020-04-04,"Biden",7,117,FALSE,1,0,0,1405
"Hawaii","HI",2020-04-04,"Biden",8,117,FALSE,1,0,0,1406
"Hawaii","HI",2020-04-04,"Biden",6,118,FALSE,1,0,0,1419
"Hawaii","HI",2020-04-04,"Biden",7,118,FALSE,1,0,0,1420
"Hawaii","HI",2020-04-04,"Biden",8,118,FALSE,1,0,0,1421
"Hawaii","HI",2020-04-04,"Biden",9,118,FALSE,1,0,0,1422
"Hawaii","HI",2020-04-04,"Biden",10,118,FALSE,1,0,0,1423
"Hawaii","HI",2020-04-04,"Biden",11,118,FALSE,1,0,0,1424
"Hawaii","HI",2020-04-04,"Biden",10,119,FALSE,1,0,0,1437
"Hawaii","HI",2020-04-04,"Biden",11,119,FALSE,1,0,0,1438
"Hawaii","HI",2020-04-04,"Biden",12,119,FALSE,1,0,0,1439
"Hawaii","HI",2020-04-04,"Sanders",19,117,FALSE,0,1,0,1000
"Hawaii","HI",2020-04-04,"Sanders",20,117,FALSE,0,1,0,1001
"Hawaii","HI",2020-04-04,"Sanders",19,118,FALSE,0,1,0,1010
"Hawaii","HI",2020-04-04,"Sanders",20,118,FALSE,0,1,0,1011
"Hawaii","HI",2020-04-04,"Sanders",14,119,FALSE,0,1,0,1015
"Hawaii","HI",2020-04-04,"Sanders",15,119,FALSE,0,1,0,1016
"Hawaii","HI",2020-04-04,"Sanders",16,119,FALSE,0,1,0,1017
"Hawaii","HI",2020-04-04,"Sanders",17,119,FALSE,0,1,0,1018
"Hawaii","HI",2020-04-04,"Sanders",18,119,FALSE,0,1,0,1019
"Hawaii","HI",2020-04-04,"Sanders",19,119,FALSE,0,1,0,1020
"Hawaii","HI",2020-04-04,"Split",13,119,FALSE,0.8,0.2,0,5
"Iowa","IA",2020-02-03,"Biden",1,1,TRUE,1,0,0,1
"Iowa","IA",2020-02-03,"Biden",2,1,TRUE,1,0,0,2
"Iowa","IA",2020-02-03,"Biden",3,1,TRUE,1,0,0,3
"Iowa","IA",2020-02-03,"Biden",1,2,TRUE,1,0,0,4
"Iowa","IA",2020-02-03,"Biden",2,2,TRUE,1,0,0,5
"Iowa","IA",2020-02-03,"Biden",3,2,TRUE,1,0,0,6
"Iowa","IA",2020-02-03,"Other",10,1,TRUE,0,0,1,1
"Iowa","IA",2020-02-03,"Other",11,1,TRUE,0,0,1,2
"Iowa","IA",2020-02-03,"Other",12,1,TRUE,0,0,1,3
"Iowa","IA",2020-02-03,"Other",13,1,TRUE,0,0,1,4
"Iowa","IA",2020-02-03,"Other",14,1,TRUE,0,0,1,5
"Iowa","IA",2020-02-03,"Other",15,1,TRUE,0,0,1,6
"Iowa","IA",2020-02-03,"Other",16,1,TRUE,0,0,1,7
"Iowa","IA",2020-02-03,"Other",17,1,TRUE,0,0,1,8
"Iowa","IA",2020-02-03,"Other",18,1,TRUE,0,0,1,9
"Iowa","IA",2020-02-03,"Other",19,1,TRUE,0,0,1,10
"Iowa","IA",2020-02-03,"Other",20,1,TRUE,0,0,1,11
"Iowa","IA",2020-02-03,"Other",21,1,TRUE,0,0,1,12
"Iowa","IA",2020-02-03,"Other",22,1,TRUE,0,0,1,13
"Iowa","IA",2020-02-03,"Other",23,1,TRUE,0,0,1,14
"Iowa","IA",2020-02-03,"Other",24,1,TRUE,0,0,1,15
"Iowa","IA",2020-02-03,"Other",10,2,TRUE,0,0,1,16
"Iowa","IA",2020-02-03,"Other",11,2,TRUE,0,0,1,17
"Iowa","IA",2020-02-03,"Other",12,2,TRUE,0,0,1,18
"Iowa","IA",2020-02-03,"Other",13,2,TRUE,0,0,1,19
"Iowa","IA",2020-02-03,"Other",14,2,TRUE,0,0,1,20
"Iowa","IA",2020-02-03,"Other",15,2,TRUE,0,0,1,21
"Iowa","IA",2020-02-03,"Other",16,2,TRUE,0,0,1,22
"Iowa","IA",2020-02-03,"Other",17,2,TRUE,0,0,1,23
"Iowa","IA",2020-02-03,"Sanders",4,1,TRUE,0,1,0,1
"Iowa","IA",2020-02-03,"Sanders",5,1,TRUE,0,1,0,2
"Iowa","IA",2020-02-03,"Sanders",6,1,TRUE,0,1,0,3
"Iowa","IA",2020-02-03,"Sanders",7,1,TRUE,0,1,0,4
"Iowa","IA",2020-02-03,"Sanders",8,1,TRUE,0,1,0,5
"Iowa","IA",2020-02-03,"Sanders",9,1,TRUE,0,1,0,6
"Iowa","IA",2020-02-03,"Sanders",4,2,TRUE,0,1,0,7
"Iowa","IA",2020-02-03,"Sanders",5,2,TRUE,0,1,0,8
"Iowa","IA",2020-02-03,"Sanders",6,2,TRUE,0,1,0,9
"Iowa","IA",2020-02-03,"Sanders",7,2,TRUE,0,1,0,10
"Iowa","IA",2020-02-03,"Sanders",8,2,TRUE,0,1,0,11
"Iowa","IA",2020-02-03,"Sanders",9,2,TRUE,0,1,0,12
"Idaho","ID",2020-03-10,"Biden",4,64,TRUE,1,0,0,704
"Idaho","ID",2020-03-10,"Biden",5,64,TRUE,1,0,0,705
"Idaho","ID",2020-03-10,"Biden",6,64,TRUE,1,0,0,706
"Idaho","ID",2020-03-10,"Biden",7,64,TRUE,1,0,0,707
"Idaho","ID",2020-03-10,"Biden",8,64,TRUE,1,0,0,708
"Idaho","ID",2020-03-10,"Biden",9,64,TRUE,1,0,0,709
"Idaho","ID",2020-03-10,"Biden",10,64,TRUE,1,0,0,710
"Idaho","ID",2020-03-10,"Biden",11,64,TRUE,1,0,0,711
"Idaho","ID",2020-03-10,"Biden",12,64,TRUE,1,0,0,712
"Idaho","ID",2020-03-10,"Biden",13,64,TRUE,1,0,0,713
"Idaho","ID",2020-03-10,"Biden",14,64,TRUE,1,0,0,714
"Idaho","ID",2020-03-10,"Sanders",14,63,TRUE,0,1,0,617
"Idaho","ID",2020-03-10,"Sanders",15,63,TRUE,0,1,0,618
"Idaho","ID",2020-03-10,"Sanders",16,63,TRUE,0,1,0,619
"Idaho","ID",2020-03-10,"Sanders",17,63,TRUE,0,1,0,620
"Idaho","ID",2020-03-10,"Sanders",18,63,TRUE,0,1,0,621
"Idaho","ID",2020-03-10,"Sanders",19,63,TRUE,0,1,0,622
"Idaho","ID",2020-03-10,"Sanders",20,63,TRUE,0,1,0,623
"Idaho","ID",2020-03-10,"Sanders",21,63,TRUE,0,1,0,624
"Idaho","ID",2020-03-10,"Sanders",22,63,TRUE,0,1,0,625
"Illinois","IL",2020-03-17,"Biden",1,90,FALSE,1,0,0,1104
"Illinois","IL",2020-03-17,"Biden",2,90,FALSE,1,0,0,1105
"Illinois","IL",2020-03-17,"Biden",3,90,FALSE,1,0,0,1106
"Illinois","IL",2020-03-17,"Biden",4,90,FALSE,1,0,0,1107
"Illinois","IL",2020-03-17,"Biden",5,90,FALSE,1,0,0,1108
"Illinois","IL",2020-03-17,"Biden",6,90,FALSE,1,0,0,1109
"Illinois","IL",2020-03-17,"Biden",7,90,FALSE,1,0,0,1110
"Illinois","IL",2020-03-17,"Biden",8,90,FALSE,1,0,0,1111
"Illinois","IL",2020-03-17,"Biden",9,90,FALSE,1,0,0,1112
"Illinois","IL",2020-03-17,"Biden",10,90,FALSE,1,0,0,1113
"Illinois","IL",2020-03-17,"Biden",11,90,FALSE,1,0,0,1114
"Illinois","IL",2020-03-17,"Biden",12,90,FALSE,1,0,0,1115
"Illinois","IL",2020-03-17,"Biden",13,90,FALSE,1,0,0,1116
"Illinois","IL",2020-03-17,"Biden",14,90,FALSE,1,0,0,1117
"Illinois","IL",2020-03-17,"Biden",1,91,FALSE,1,0,0,1121
"Illinois","IL",2020-03-17,"Biden",2,91,FALSE,1,0,0,1122
"Illinois","IL",2020-03-17,"Biden",3,91,FALSE,1,0,0,1123
"Illinois","IL",2020-03-17,"Biden",4,91,FALSE,1,0,0,1124
"Illinois","IL",2020-03-17,"Biden",5,91,FALSE,1,0,0,1125
"Illinois","IL",2020-03-17,"Biden",6,91,FALSE,1,0,0,1126
"Illinois","IL",2020-03-17,"Biden",7,91,FALSE,1,0,0,1127
"Illinois","IL",2020-03-17,"Biden",8,91,FALSE,1,0,0,1128
"Illinois","IL",2020-03-17,"Biden",9,91,FALSE,1,0,0,1129
"Illinois","IL",2020-03-17,"Biden",10,91,FALSE,1,0,0,1130
"Illinois","IL",2020-03-17,"Biden",11,91,FALSE,1,0,0,1131
"Illinois","IL",2020-03-17,"Biden",12,91,FALSE,1,0,0,1132
"Illinois","IL",2020-03-17,"Biden",13,91,FALSE,1,0,0,1133
"Illinois","IL",2020-03-17,"Biden",14,91,FALSE,1,0,0,1134
"Illinois","IL",2020-03-17,"Biden",1,92,FALSE,1,0,0,1135
"Illinois","IL",2020-03-17,"Biden",2,92,FALSE,1,0,0,1136
"Illinois","IL",2020-03-17,"Biden",3,92,FALSE,1,0,0,1137
"Illinois","IL",2020-03-17,"Biden",4,92,FALSE,1,0,0,1138
"Illinois","IL",2020-03-17,"Biden",5,92,FALSE,1,0,0,1139
"Illinois","IL",2020-03-17,"Biden",6,92,FALSE,1,0,0,1140
"Illinois","IL",2020-03-17,"Biden",7,92,FALSE,1,0,0,1141
"Illinois","IL",2020-03-17,"Biden",8,92,FALSE,1,0,0,1142
"Illinois","IL",2020-03-17,"Biden",9,92,FALSE,1,0,0,1143
"Illinois","IL",2020-03-17,"Biden",10,92,FALSE,1,0,0,1144
"Illinois","IL",2020-03-17,"Biden",11,92,FALSE,1,0,0,1145
"Illinois","IL",2020-03-17,"Biden",12,92,FALSE,1,0,0,1146
"Illinois","IL",2020-03-17,"Biden",13,92,FALSE,1,0,0,1147
"Illinois","IL",2020-03-17,"Biden",14,92,FALSE,1,0,0,1148
"Illinois","IL",2020-03-17,"Biden",1,93,FALSE,1,0,0,1149
"Illinois","IL",2020-03-17,"Biden",2,93,FALSE,1,0,0,1150
"Illinois","IL",2020-03-17,"Biden",3,93,FALSE,1,0,0,1151
"Illinois","IL",2020-03-17,"Biden",4,93,FALSE,1,0,0,1152
"Illinois","IL",2020-03-17,"Biden",5,93,FALSE,1,0,0,1153
"Illinois","IL",2020-03-17,"Biden",6,93,FALSE,1,0,0,1154
"Illinois","IL",2020-03-17,"Biden",7,93,FALSE,1,0,0,1155
"Illinois","IL",2020-03-17,"Biden",8,93,FALSE,1,0,0,1156
"Illinois","IL",2020-03-17,"Biden",9,93,FALSE,1,0,0,1157
"Illinois","IL",2020-03-17,"Biden",10,93,FALSE,1,0,0,1158
"Illinois","IL",2020-03-17,"Biden",11,93,FALSE,1,0,0,1159
"Illinois","IL",2020-03-17,"Biden",12,93,FALSE,1,0,0,1160
"Illinois","IL",2020-03-17,"Biden",13,93,FALSE,1,0,0,1161
"Illinois","IL",2020-03-17,"Biden",14,93,FALSE,1,0,0,1162
"Illinois","IL",2020-03-17,"Biden",1,94,FALSE,1,0,0,1163
"Illinois","IL",2020-03-17,"Biden",2,94,FALSE,1,0,0,1164
"Illinois","IL",2020-03-17,"Biden",3,94,FALSE,1,0,0,1165
"Illinois","IL",2020-03-17,"Biden",4,94,FALSE,1,0,0,1166
"Illinois","IL",2020-03-17,"Biden",5,94,FALSE,1,0,0,1167
"Illinois","IL",2020-03-17,"Biden",6,94,FALSE,1,0,0,1168
"Illinois","IL",2020-03-17,"Biden",7,94,FALSE,1,0,0,1169
"Illinois","IL",2020-03-17,"Biden",8,94,FALSE,1,0,0,1170
"Illinois","IL",2020-03-17,"Biden",9,94,FALSE,1,0,0,1171
"Illinois","IL",2020-03-17,"Biden",10,94,FALSE,1,0,0,1172
"Illinois","IL",2020-03-17,"Biden",11,94,FALSE,1,0,0,1173
"Illinois","IL",2020-03-17,"Biden",12,94,FALSE,1,0,0,1174
"Illinois","IL",2020-03-17,"Biden",13,94,FALSE,1,0,0,1175
"Illinois","IL",2020-03-17,"Biden",14,94,FALSE,1,0,0,1176
"Illinois","IL",2020-03-17,"Biden",1,95,FALSE,1,0,0,1177
"Illinois","IL",2020-03-17,"Biden",2,95,FALSE,1,0,0,1178
"Illinois","IL",2020-03-17,"Biden",3,95,FALSE,1,0,0,1179
"Illinois","IL",2020-03-17,"Biden",4,95,FALSE,1,0,0,1180
"Illinois","IL",2020-03-17,"Biden",5,95,FALSE,1,0,0,1181
"Illinois","IL",2020-03-17,"Biden",6,95,FALSE,1,0,0,1182
"Illinois","IL",2020-03-17,"Biden",7,95,FALSE,1,0,0,1183
"Illinois","IL",2020-03-17,"Biden",8,95,FALSE,1,0,0,1184
"Illinois","IL",2020-03-17,"Biden",9,95,FALSE,1,0,0,1185
"Illinois","IL",2020-03-17,"Biden",10,95,FALSE,1,0,0,1186
"Illinois","IL",2020-03-17,"Biden",11,95,FALSE,1,0,0,1187
"Illinois","IL",2020-03-17,"Biden",12,95,FALSE,1,0,0,1188
"Illinois","IL",2020-03-17,"Biden",13,95,FALSE,1,0,0,1189
"Illinois","IL",2020-03-17,"Biden",14,95,FALSE,1,0,0,1190
"Illinois","IL",2020-03-17,"Biden",15,95,FALSE,1,0,0,1191
"Illinois","IL",2020-03-17,"Biden",6,96,FALSE,1,0,0,1192
"Illinois","IL",2020-03-17,"Biden",7,96,FALSE,1,0,0,1193
"Illinois","IL",2020-03-17,"Biden",8,96,FALSE,1,0,0,1194
"Illinois","IL",2020-03-17,"Biden",9,96,FALSE,1,0,0,1195
"Illinois","IL",2020-03-17,"Biden",10,96,FALSE,1,0,0,1196
"Illinois","IL",2020-03-17,"Biden",11,96,FALSE,1,0,0,1197
"Illinois","IL",2020-03-17,"Biden",12,96,FALSE,1,0,0,1198
"Illinois","IL",2020-03-17,"Biden",13,96,FALSE,1,0,0,1199
"Illinois","IL",2020-03-17,"Biden",14,96,FALSE,1,0,0,1200
"Illinois","IL",2020-03-17,"Biden",15,96,FALSE,1,0,0,1201
"Illinois","IL",2020-03-17,"Sanders",22,90,FALSE,0,1,0,838
"Illinois","IL",2020-03-17,"Sanders",23,90,FALSE,0,1,0,839
"Illinois","IL",2020-03-17,"Sanders",24,90,FALSE,0,1,0,840
"Illinois","IL",2020-03-17,"Sanders",15,91,FALSE,0,1,0,841
"Illinois","IL",2020-03-17,"Sanders",16,91,FALSE,0,1,0,842
"Illinois","IL",2020-03-17,"Sanders",17,91,FALSE,0,1,0,843
"Illinois","IL",2020-03-17,"Sanders",18,91,FALSE,0,1,0,844
"Illinois","IL",2020-03-17,"Sanders",19,91,FALSE,0,1,0,845
"Illinois","IL",2020-03-17,"Sanders",20,91,FALSE,0,1,0,846
"Illinois","IL",2020-03-17,"Sanders",21,91,FALSE,0,1,0,847
"Illinois","IL",2020-03-17,"Sanders",22,91,FALSE,0,1,0,848
"Illinois","IL",2020-03-17,"Sanders",23,91,FALSE,0,1,0,849
"Illinois","IL",2020-03-17,"Sanders",24,91,FALSE,0,1,0,850
"Illinois","IL",2020-03-17,"Sanders",15,92,FALSE,0,1,0,851
"Illinois","IL",2020-03-17,"Sanders",16,92,FALSE,0,1,0,852
"Illinois","IL",2020-03-17,"Sanders",17,92,FALSE,0,1,0,853
"Illinois","IL",2020-03-17,"Sanders",18,92,FALSE,0,1,0,854
"Illinois","IL",2020-03-17,"Sanders",19,92,FALSE,0,1,0,855
"Illinois","IL",2020-03-17,"Sanders",20,92,FALSE,0,1,0,856
