"state","state_abb","date","candidate","col","row","actual","biden_share","sanders_share","other_share"
"Florida","FL",2020-03-17,"Unassigned",18,87,FALSE,0,0,0
"Florida","FL",2020-03-17,"Unassigned",19,87,FALSE,0,0,0
"Florida","FL",2020-03-17,"Unassigned",16,88,FALSE,0,0,0
"Florida","FL",2020-03-17,"Unassigned",17,88,FALSE,0,0,0
"Florida","FL",2020-03-17,"Unassigned",18,88,FALSE,0,0,0
"Florida","FL",2020-03-17,"Unassigned",19,88,FALSE,0,0,0
"Florida","FL",2020-03-17,"Unassigned",16,89,FALSE,0,0,0
"Florida","FL",2020-03-17,"Unassigned",17,89,FALSE,0,0,0
"Florida","FL",2020-03-17,"Unassigned",18,89,FALSE,0,0,0
"Florida","FL",2020-03-17,"Unassigned",19,89,FALSE,0,0,0
"Florida","FL",2020-03-17,"Unassigned",16,90,FALSE,0,0,0
"Florida","FL",2020-03-17,"Unassigned",17,90,FALSE,0,0,0
"Florida","FL",2020-03-17,"Unassigned",18,90,FALSE,0,0,0
"Georgia","GA",2020-05-19,"Biden",1,110,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",2,110,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",3,110,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",4,110,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",5,110,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",1,111,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",2,111,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",3,111,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",4,111,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",5,111,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",6,111,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",7,111,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",8,111,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",9,111,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",10,111,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",11,111,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",12,111,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",13,111,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",14,111,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",15,111,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",16,111,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",17,111,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",18,111,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",1,112,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",2,112,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",3,112,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",4,112,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",5,112,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",6,112,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",7,112,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",8,112,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",9,112,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",10,112,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",11,112,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",12,112,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",13,112,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",14,112,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",15,112,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",16,112,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",17,112,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",18,112,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",1,113,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",2,113,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",3,113,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",4,113,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",5,113,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",6,113,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",7,113,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",8,113,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",9,113,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",10,113,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",11,113,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",12,113,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",13,113,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",14,113,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",15,113,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",16,113,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",17,113,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",18,113,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",2,114,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",3,114,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",4,114,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",5,114,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",6,114,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",7,114,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",8,114,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",9,114,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",10,114,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",11,114,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",12,114,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",13,114,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",14,114,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",15,114,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",16,114,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",17,114,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Biden",18,114,FALSE,1,0,0
"Georgia","GA",2020-05-19,"Sanders",20,110,FALSE,0,1,0
"Georgia","GA",2020-05-19,"Sanders",21,110,FALSE,0,1,0
"Georgia","GA",2020-05-19,"Sanders",22,110,FALSE,0,1,0
"Georgia","GA",2020-05-19,"Sanders",23,110,FALSE,0,1,0
"Georgia","GA",2020-05-19,"Sanders",24,110,FALSE,0,1,0
"Georgia","GA",2020-05-19,"Sanders",19,111,FALSE,0,1,0
"Georgia","GA",2020-05-19,"Sanders",20,111,FALSE,0,1,0
"Georgia","GA",2020-05-19,"Sanders",21,111,FALSE,0,1,0
"Georgia","GA",2020-05-19,"Sanders",22,111,FALSE,0,1,0
"Georgia","GA",2020-05-19,"Sanders",23,111,FALSE,0,1,0
"Georgia","GA",2020-05-19,"Sanders",24,111,FALSE,0,1,0
"Georgia","GA",2020-05-19,"Sanders",19,112,FALSE,0,1,0
"Georgia","GA",2020-05-19,"Sanders",20,112,FALSE,0,1,0
"Georgia","GA",2020-05-19,"Sanders",21,112,FALSE,0,1,0
"Georgia","GA",2020-05-19,"Sanders",22,112,FALSE,0,1,0
"Georgia","GA",2020-05-19,"Sanders",23,112,FALSE,0,1,0
"Georgia","GA",2020-05-19,"Sanders",24,112,FALSE,0,1,0
"Georgia","GA",2020-05-19,"Sanders",19,113,FALSE,0,1,0
"Georgia","GA",2020-05-19,"Sanders",20,113,FALSE,0,1,0
"Georgia","GA",2020-05-19,"Sanders",21,113,FALSE,0,1,0
"Georgia","GA",2020-05-19,"Sanders",22,113,FALSE,0,1,0
"Georgia","GA",2020-05-19,"Sanders",23,113,FALSE,0,1,0
"Georgia","GA",2020-05-19,"Sanders",24,113,FALSE,0,1,0
"Georgia","GA",2020-05-19,"Sanders",20,114,FALSE,0,1,0
"Georgia","GA",2020-05-19,"Sanders",21,114,FALSE,0,1,0
"Georgia","GA",2020-05-19,"Sanders",22,114,FALSE,0,1,0
"Georgia","GA",2020-05-19,"Sanders",23,114,FALSE,0,1,0
"Georgia","GA",2020-05-19,"Sanders",24,114,FALSE,0,1,0
"Georgia","GA",2020-05-19,"Split",19,114,FALSE,0.145,0.855,0
"Guam","GU",2020-05-02,"Biden",14,153,FALSE,1,0,0
"Guam","GU",2020-05-02,"Biden",15,153,FALSE,1,0,0
"Guam","GU",2020-05-02,"Biden",16,153,FALSE,1,0,0
"Guam","GU",2020-05-02,"Biden",17,153,FALSE,1,0,0
"Guam","GU",2020-05-02,"Sanders",19,153,FALSE,0,1,0
"Guam","GU",2020-05-02,"Sanders",20,153,FALSE,0,1,0
"Guam","GU",2020-05-02,"Split",18,153,FALSE,0.941,0.059,0
"Hawaii","HI",2020-04-04,"Biden",5,117,FALSE,1,0,0
"Hawaii","HI",2020-04-04,"Biden",6,117,FALSE,1,0,0
"Hawaii","HI",2020-04-04,"Biden",7,117,FALSE,1,0,0
"Hawaii","HI",2020-04-04,"Biden",8,117,FALSE,1,0,0
"Hawaii","HI",2020-04-04,"Biden",6,118,FALSE,1,0,0
"Hawaii","HI",2020-04-04,"Biden",7,118,FALSE,1,0,0
"Hawaii","HI",2020-04-04,"Biden",8,118,FALSE,1,0,0
"Hawaii","HI",2020-04-04,"Biden",9,118,FALSE,1,0,0
"Hawaii","HI",2020-04-04,"Biden",10,118,FALSE,1,0,0
"Hawaii","HI",2020-04-04,"Biden",11,118,FALSE,1,0,0
"Hawaii","HI",2020-04-04,"Biden",10,119,FALSE,1,0,0
"Hawaii","HI",2020-04-04,"Biden",11,119,FALSE,1,0,0
"Hawaii","HI",2020-04-04,"Biden",12,119,FALSE,1,0,0
"Hawaii","HI",2020-04-04,"Sanders",19,117,FALSE,0,1,0
"Hawaii","HI",2020-04-04,"Sanders",20,117,FALSE,0,1,0
"Hawaii","HI",2020-04-04,"Sanders",19,118,FALSE,0,1,0
"Hawaii","HI",2020-04-04,"Sanders",20,118,FALSE,0,1,0
"Hawaii","HI",2020-04-04,"Sanders",14,119,FALSE,0,1,0
"Hawaii","HI",2020-04-04,"Sanders",15,119,FALSE,0,1,0
"Hawaii","HI",2020-04-04,"Sanders",16,119,FALSE,0,1,0
"Hawaii","HI",2020-04-04,"Sanders",17,119,FALSE,0,1,0
"Hawaii","HI",2020-04-04,"Sanders",18,119,FALSE,0,1,0
"Hawaii","HI",2020-04-04,"Sanders",19,119,FALSE,0,1,0
"Hawaii","HI",2020-04-04,"Split",13,119,FALSE,0.818,0.182,0
"Iowa","IA",2020-02-03,"Biden",1,1,TRUE,1,0,0
"Iowa","IA",2020-02-03,"Biden",2,1,TRUE,1,0,0
"Iowa","IA",2020-02-03,"Biden",3,1,TRUE,1,0,0
"Iowa","IA",2020-02-03,"Biden",1,2,TRUE,1,0,0
"Iowa","IA",2020-02-03,"Biden",2,2,TRUE,1,0,0
"Iowa","IA",2020-02-03,"Biden",3,2,TRUE,1,0,0
"Iowa","IA",2020-02-03,"Other",10,1,TRUE,0,0,1
"Iowa","IA",2020-02-03,"Other",11,1,TRUE,0,0,1
"Iowa","IA",2020-02-03,"Other",12,1,TRUE,0,0,1
"Iowa","IA",2020-02-03,"Other",13,1,TRUE,0,0,1
"Iowa","IA",2020-02-03,"Other",14,1,TRUE,0,0,1
"Iowa","IA",2020-02-03,"Other",15,1,TRUE,0,0,1
"Iowa","IA",2020-02-03,"Other",16,1,TRUE,0,0,1
"Iowa","IA",2020-02-03,"Other",17,1,TRUE,0,0,1
"Iowa","IA",2020-02-03,"Other",18,1,TRUE,0,0,1
"Iowa","IA",2020-02-03,"Other",19,1,TRUE,0,0,1
"Iowa","IA",2020-02-03,"Other",20,1,TRUE,0,0,1
"Iowa","IA",2020-02-03,"Other",21,1,TRUE,0,0,1
"Iowa","IA",2020-02-03,"Other",22,1,TRUE,0,0,1
"Iowa","IA",2020-02-03,"Other",23,1,TRUE,0,0,1
"Iowa","IA",2020-02-03,"Other",24,1,TRUE,0,0,1
"Iowa","IA",2020-02-03,"Other",10,2,TRUE,0,0,1
"Iowa","IA",2020-02-03,"Other",11,2,TRUE,0,0,1
"Iowa","IA",2020-02-03,"Other",12,2,TRUE,0,0,1
"Iowa","IA",2020-02-03,"Other",13,2,TRUE,0,0,1
"Iowa","IA",2020-02-03,"Other",14,2,TRUE,0,0,1
"Iowa","IA",2020-02-03,"Other",15,2,TRUE,0,0,1
"Iowa","IA",2020-02-03,"Other",16,2,TRUE,0,0,1
"Iowa","IA",2020-02-03,"Other",17,2,TRUE,0,0,1
"Iowa","IA",2020-02-03,"Sanders",4,1,TRUE,0,1,0
"Iowa","IA",2020-02-03,"Sanders",5,1,TRUE,0,1,0
"Iowa","IA",2020-02-03,"Sanders",6,1,TRUE,0,1,0
"Iowa","IA",2020-02-03,"Sanders",7,1,TRUE,0,1,0
"Iowa","IA",2020-02-03,"Sanders",8,1,TRUE,0,1,0
"Iowa","IA",2020-02-03,"Sanders",9,1,TRUE,0,1,0
"Iowa","IA",2020-02-03,"Sanders",4,2,TRUE,0,1,0
"Iowa","IA",2020-02-03,"Sanders",5,2,TRUE,0,1,0
"Iowa","IA",2020-02-03,"Sanders",6,2,TRUE,0,1,0
"Iowa","IA",2020-02-03,"Sanders",7,2,TRUE,0,1,0
"Iowa","IA",2020-02-03,"Sanders",8,2,TRUE,0,1,0
"Iowa","IA",2020-02-03,"Sanders",9,2,TRUE,0,1,0
"Idaho","ID",2020-03-10,"Biden",4,64,TRUE,1,0,0
"Idaho","ID",2020-03-10,"Biden",5,64,TRUE,1,0,0
"Idaho","ID",2020-03-10,"Biden",6,64,TRUE,1,0,0
"Idaho","ID",2020-03-10,"Biden",7,64,TRUE,1,0,0
"Idaho","ID",2020-03-10,"Biden",8,64,TRUE,1,0,0
"Idaho","ID",2020-03-10,"Biden",9,64,TRUE,1,0,0
"Idaho","ID",2020-03-10,"Biden",10,64,TRUE,1,0,0
"Idaho","ID",2020-03-10,"Biden",11,64,TRUE,1,0,0
"Idaho","ID",2020-03-10,"Biden",12,64,TRUE,1,0,0
"Idaho","ID",2020-03-10,"Biden",13,64,TRUE,1,0,0
"Idaho","ID",2020-03-10,"Biden",14,64,TRUE,1,0,0
"Idaho","ID",2020-03-10,"Sanders",14,63,TRUE,0,1,0
"Idaho","ID",2020-03-10,"Sanders",15,63,TRUE,0,1,0
"Idaho","ID",2020-03-10,"Sanders",16,63,TRUE,0,1,0
"Idaho","ID",2020-03-10,"Sanders",17,63,TRUE,0,1,0
"Idaho","ID",2020-03-10,"Sanders",18,63,TRUE,0,1,0
"Idaho","ID",2020-03-10,"Sanders",19,63,TRUE,0,1,0
"Idaho","ID",2020-03-10,"Sanders",20,63,TRUE,0,1,0
"Idaho","ID",2020-03-10,"Sanders",21,63,TRUE,0,1,0
"Idaho","ID",2020-03-10,"Sanders",22,63,TRUE,0,1,0
"Illinois","IL",2020-03-17,"Biden",1,90,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",2,90,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",3,90,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",4,90,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",5,90,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",6,90,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",7,90,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",8,90,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",9,90,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",10,90,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",11,90,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",12,90,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",13,90,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",14,90,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",1,91,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",2,91,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",3,91,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",4,91,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",5,91,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",6,91,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",7,91,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",8,91,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",9,91,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",10,91,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",11,91,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",12,91,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",13,91,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",14,91,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",1,92,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",2,92,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",3,92,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",4,92,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",5,92,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",6,92,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",7,92,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",8,92,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",9,92,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",10,92,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",11,92,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",12,92,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",13,92,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",14,92,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",1,93,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",2,93,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",3,93,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",4,93,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",5,93,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",6,93,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",7,93,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",8,93,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",9,93,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",10,93,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",11,93,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",12,93,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",13,93,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",14,93,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",1,94,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",2,94,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",3,94,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",4,94,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",5,94,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",6,94,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",7,94,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",8,94,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",9,94,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",10,94,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",11,94,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",12,94,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",13,94,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",14,94,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",1,95,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",2,95,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",3,95,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",4,95,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",5,95,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",6,95,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",7,95,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",8,95,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",9,95,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",10,95,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",11,95,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",12,95,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",13,95,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",14,95,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",6,96,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",7,96,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",8,96,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",9,96,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",10,96,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",11,96,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",12,96,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",13,96,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Biden",14,96,FALSE,1,0,0
"Illinois","IL",2020-03-17,"Sanders",22,90,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",23,90,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",24,90,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",17,91,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",18,91,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",19,91,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",20,91,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",21,91,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",22,91,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",23,91,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",24,91,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",16,92,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",17,92,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",18,92,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",19,92,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",20,92,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",21,92,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",22,92,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",23,92,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",24,92,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",16,93,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",17,93,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",18,93,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",19,93,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",20,93,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",21,93,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",22,93,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",23,93,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",24,93,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",16,94,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",17,94,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",18,94,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",19,94,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",20,94,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",21,94,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",22,94,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",23,94,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",24,94,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",16,95,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",17,95,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",18,95,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",19,95,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",20,95,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",21,95,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",22,95,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",23,95,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",24,95,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",16,96,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",17,96,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",18,96,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",19,96,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",20,96,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",21,96,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",22,96,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Sanders",23,96,FALSE,0,1,0
"Illinois","IL",2020-03-17,"Unassigned",15,91,FALSE,0,0,0
"Illinois","IL",2020-03-17,"Unassigned",16,91,FALSE,0,0,0
"Illinois","IL",2020-03-17,"Unassigned",15,92,FALSE,0,0,0
"Illinois","IL",2020-03-17,"Unassigned",15,93,FALSE,0,0,0
"Illinois","IL",2020-03-17,"Unassigned",15,94,FALSE,0,0,0
"Illinois","IL",2020-03-17,"Unassigned",15,95,FALSE,0,0,0
"Illinois","IL",2020-03-17,"Unassigned",15,96,FALSE,0,0,0
"Indiana","IN",2020-05-05,"Biden",1,154,FALSE,1,0,0
"Indiana","IN",2020-05-05,"Biden",2,154,FALSE,1,0,0
"Indiana","IN",2020-05-05,"Biden",3,154,FALSE,1,0,0
"Indiana","IN",2020-05-05,"Biden",4,154,FALSE,1,0,0
"Indiana","IN",2020-05-05,"Biden",5,154,FALSE,1,0,0
"Indiana","IN",2020-05-05,"Biden",6,154,FALSE,1,0,0
"Indiana","IN",2020-05-05,"Biden",7,154,FALSE,1,0,0
"Indiana","IN",2020-05-05,"Biden",8,154,FALSE,1,0,0
"Indiana","IN",2020-05-05,"Biden",9,154,FALSE,1,0,0
"Indiana","IN",2020-05-05,"Biden",10,154,FALSE,1,0,0
"Indiana","IN",2020-05-05,"Biden",1,155,FALSE,1,0,0
"Indiana","IN",2020-05-05,"Biden",2,155,FALSE,1,0,0
"Indiana","IN",2020-05-05,"Biden",3,155,FALSE,1,0,0
"Indiana","IN",2020-05-05,"Biden",4,155,FALSE,1,0,0
"Indiana","IN",2020-05-05,"Biden",5,155,FALSE,1,0,0
"Indiana","IN",2020-05-05,"Biden",6,155,FALSE,1,0,0
"Indiana","IN",2020-05-05,"Biden",7,155,FALSE,1,0,0
"Indiana","IN",2020-05-05,"Biden",8,155,FALSE,1,0,0
