title,release_date,metacritic_score
Studio 54,2018-10-05,70
The Cat Returns (2002),2018-04-22,70
MATANGI/MAYA/M.I.A.,2018-09-28,70
All About Nina,2018-09-28,70
Double Lover,2018-02-14,70
The Cleaners,2018-11-23,70
Cocote,2018-08-03,70
Scarred Hearts,2018-07-27,70
Sicilian Ghost Story,2018-11-30,70
Mohawk,2018-03-02,70
Eating Animals,2018-06-15,69
The Miseducation of Cameron Post,2018-08-03,69
Blockers,2018-04-06,69
Green Book,2018-11-16,69
Boy Erased,2018-11-02,69
Beirut,2018-04-11,69
Oh Lucy!,2018-03-02,69
Dark River,2018-06-29,69
What Will People Say,2018-07-13,69
Gabriel and the Mountain,2018-06-15,69
What They Had,2018-10-19,69
Lover for a Day,2018-01-12,69
The Sentence,2018-10-12,69
Teen Titans Go! To the Movies,2018-07-27,69
Fahrenheit 11/9,2018-09-21,69
22 July,2018-10-10,69
Itzhak,2018-03-09,69
BuyBust,2018-08-10,68
First Match,2018-03-30,68
Dovlatov,2018-10-25,68
Manhunt,2018-05-04,68
Prospect,2018-11-02,68
Early Man,2018-02-16,68
American Animals,2018-06-01,68
The Third Murder,2018-07-20,68
Avengers: Infinity War,2018-04-27,68
The Desert Bride,2018-05-04,68
Active Measures,2018-08-31,68
The Party's Just Beginning,2018-12-07,68
Ghost Stories,2018-04-20,68
Small Town Crime,2018-01-19,68
Vazante,2018-01-12,68
40 Years in the Making: The Magic Music Movie,2018-08-03,68
Monsters and Men,2018-09-28,67
The Captain,2018-07-27,67
Vox Lux,2018-12-07,67
The China Hustle,2018-03-30,67
Halloween,2018-10-19,67
A Midsummer Night's Dream,2018-07-13,67
The Little Stranger,2018-08-31,67
Anchor and Hope,2018-11-16,67
"Juliet, Naked",2018-08-17,67
After Everything,2018-10-12,67
Chappaquiddick,2018-04-06,67
Scotty and the Secret History of Hollywood,2018-07-27,67
Upgrade,2018-06-01,67
"Don't Worry, He Won't Get Far on Foot",2018-07-13,67
The Gospel According to André,2018-05-25,67
Nancy,2018-06-08,67
The Final Year,2018-01-19,67
The Workers Cup,2018-06-08,67
A Simple Favor,2018-09-14,67
What Keeps You Alive,2018-08-24,66
Clara's Ghost,2018-12-06,66
Creed II,2018-11-21,66
Ben Is Back,2018-12-07,66
Bumblebee,2018-12-21,66
Game Night,2018-02-23,66
The Judge,2018-04-13,66
306 Hollywood,2018-09-28,66
The Road Movie,2018-01-19,66
Mid90s,2018-10-19,66
Bad Reputation,2018-09-28,66
Lowlife,2018-04-06,66
The Public Image Is Rotten,2018-09-14,66
Deadpool 2,2018-05-18,66
Puzzle,2018-07-27,66
Mary Poppins Returns,2018-12-19,66
6 Balloons,2018-04-06,66
Ismael's Ghosts,2018-03-23,65
"The Night Is Short, Walk On Girl",2018-08-21,65
Beauty and the Dogs,2018-03-23,65
Hearts Beat Loud,2018-06-08,65
Bye Bye Germany,2018-04-13,65
A Skin So Soft,2018-06-15,65
The Polka King,2018-01-12,65
The Guernsey Literary and Potato Peel Pie Society,2018-08-10,65
Rodents of Unusual Size,2018-09-14,65
Come Sunday,2018-04-13,65
Cargo,2018-05-18,65
Black '47,2018-09-28,65
Don't Leave Home,2018-09-14,65
To All the Boys I've Loved Before,2018-08-17,64
The Apparition,2018-09-07,64
"Westwood: Punk, Icon, Activist",2018-06-08,64
Suspiria,2018-10-26,64
Before We Vanish,2018-02-02,64
Pick of the Litter,2018-08-31,64
The Happy Prince,2018-10-10,64
Becks,2018-02-09,64
Ready Player One,2018-03-29,64
Never-Ending Man: Hayao Miyazaki,2018-12-13,64
The Long Dumb Road,2018-11-09,64
Anna and the Apocalypse,2018-11-30,63
Hold the Dark,2018-09-28,63
Pope Francis - A Man of His Word,2018-05-18,63
Path of Blood,2018-07-13,63
Winter Brothers,2018-06-29,63
Hannah,2018-02-23,63
Damsel,2018-06-22,63
Borg vs. McEnroe,2018-04-13,63
Unsane,2018-03-23,63
Midnighters,2018-03-02,63
"Love, Cecil",2018-06-29,63
The Last Suit,2018-09-21,63
Alpha,2018-08-17,63
Chef Flynn,2018-11-09,63
The Young Karl Marx,2018-02-23,62
Solo: A Star Wars Story,2018-05-25,62
American Folk,2018-01-26,62
Set It Up,2018-06-15,62
Beautiful Boy,2018-10-12,62
Sadie,2018-10-12,62
That Summer,2018-05-18,62
The Children Act,2018-09-14,62
Do You Trust this Computer?,2018-04-06,62
Permission,2018-02-09,62
The Bookshop,2018-08-24,62
Alex Strangelove,2018-06-08,62
Let the Corpses Tan,2018-08-31,62
Jonathan,2018-11-16,62
Lu Over the Wall,2018-05-11,62
Ideal Home,2018-06-29,62
Destroyer,2018-12-25,62
On Chesil Beach,2018-05-18,62
Never Goin' Back,2018-08-03,62
Apostle,2018-10-12,62
The Year of Spectacular Men,2018-06-15,61
This Is Our Land,2018-04-18,61
Braven,2018-02-02,61
Vice,2018-12-25,61
Ocean's 8,2018-06-08,61
El Angel,2018-11-09,61
Caniba,2018-10-19,61
The Front Runner,2018-11-06,61
Slice,2018-09-10,61
The Quest of Alain Ducasse,2018-06-08,61
Sicario: Day of the Soldado,2018-06-29,61
Like Me,2018-01-26,60
Quincy,2018-09-21,60
Mary Queen of Scots,2018-12-07,60
Overlord,2018-11-09,60
The Mercy,2018-11-30,60
Sierra Burgess Is a Loser,2018-09-07,60
Christopher Robin,2018-08-03,60
The American Meme,2018-12-07,60
Bad Times at the El Royale,2018-10-12,60
Jeannette: The Childhood of Joan of Arc,2018-04-13,60
Anything,2018-05-11,60
Mrs. Hyde,2018-04-27,60
Smallfoot,2018-09-28,60
Mamma Mia! Here We Go Again,2018-07-20,60
White Boy Rick,2018-09-14,59
Mom and Dad,2018-01-19,59
The Clovehitch Killer,2018-11-16,59
Outlaw King,2018-11-09,59
All Is True,2018-12-21,59
The Boy Downstairs,2018-02-16,59
The Rachel Divide,2018-04-27,59
Lizzie,2018-09-14,59
On the Basis of Sex,2018-12-25,59
In Darkness,2018-05-25,59
The Banishment,2018-01-18,59
Back to Burgundy,2018-03-23,58
Beuys,2018-01-17,58
Wildling,2018-04-13,58
A Kid Like Jake,2018-06-01,58
Operation Finale,2018-08-29,58
The Swan,2018-08-10,58
The House of Tomorrow,2018-04-27,58
Duck Butter,2018-04-27,58
The Mule,2018-12-14,58
The Oath,2018-10-12,58
Sgt. Stubby: An American Hero,2018-04-13,58
Ramen Heads,2018-03-16,58
The Seagull,2018-05-11,58
Hotel Artemis,2018-06-08,58
Summer of 84,2018-08-10,57
The Cured,2018-02-23,57
Kodachrome,2018-04-20,57
Uncle Drew,2018-06-29,57
Bernard and Huey,2018-06-08,57
Instant Family,2018-11-16,57
The House with a Clock in Its Walls,2018-09-21,57
Viper Club,2018-10-26,57
Memoir of War,2018-08-17,57
The Ritual,2018-02-09,57
Galveston,2018-10-19,57
The Strange Ones,2018-01-05,57
The Commuter,2018-01-12,56
Weightless,2018-11-09,56
Adrift,2018-06-01,56
Down a Dark Hall,2018-08-17,56
Tag,2018-06-15,56
Us and Them,2018-03-16,56
West of the Jordan River,2018-01-26,56
Ibiza,2018-05-25,56
The Misandrists,2018-05-25,56
The Yellow Birds,2018-06-15,56
A Bag of Marbles,2018-03-23,55
Aquaman,2018-12-21,55
Little Pink House,2018-04-20,55
A Futile and Stupid Gesture,2018-01-26,55
Godard Mon Amour,2018-04-20,55
The New Romantic,2018-11-09,55
Assassination Nation,2018-09-21,54
An Evening with Beverly Luff Linn,2018-10-19,54
Gauguin: Voyage to Tahiti,2018-07-11,54
12 Strong,2018-01-19,54
The First Purge,2018-07-04,54
Entanglement,2018-02-09,54
Freak Show,2018-01-12,54
Elizabeth Harvest,2018-08-10,54
Blame,2018-01-05,54
Allure,2018-03-16,54
Anon,2018-05-04,54
Hotel Transylvania 3: Summer Vacation,2018-07-13,54
A Wrinkle in Time,2018-03-09,53
Book Club,2018-05-18,53
Dumplin',2018-12-07,53
My Art,2018-01-12,53
Once Upon a Deadpool,2018-12-12,53
Generation Wealth,2018-07-20,53
Unfriended: Dark Web,2018-07-20,53
Benji,2018-03-16,53
Humor Me,2018-01-12,53
Goosebumps 2: Haunted Halloween,2018-10-12,53
Finding Your Feet,2018-03-30,53
Final Score,2018-09-14,53
Red Sparrow,2018-03-02,53
Measure of a Man,2018-05-11,53
Submission,2018-03-02,52
American Chaos,2018-09-14,52
Like Father,2018-08-03,52
Puppet Master: The Littlest Reich,2018-08-17,52
The Lodgers,2018-02-23,52
SuperFly,2018-06-13,52
An Ordinary Man,2018-04-13,52
Fantastic Beasts: The Crimes of Grindelwald,2018-11-16,52
The Christmas Chronicles,2018-11-22,52
The Spy Who Dumped Me,2018-08-03,52
Every Day,2018-02-23,52
"Paul, Apostle of Christ",2018-03-23,52
Woman Walks Ahead,2018-06-29,51
Jurassic World: Fallen Kingdom,2018-06-22,51
Bird Box,2018-12-14,51
Skyscraper,2018-07-13,51
In a Relationship,2018-11-09,51
The Song of Sway Lake,2018-09-21,51
The Grinch,2018-11-09,51
Peter Rabbit,2018-02-09,51
Izzy Gets the F*ck Across Town,2018-06-22,51
I Think We're Alone Now,2018-09-14,51
Mowgli: Legend of the Jungle,2018-11-29,51
Papillon,2018-08-24,51
Maze Runner: The Death Cure,2018-01-26,50
A Whale of a Tale,2018-08-17,50
Bel Canto,2018-09-14,50
The Equalizer 2,2018-07-20,50
How to Talk to Girls at Parties,2018-05-25,50
Racer and the Jailbird,2018-05-04,50
The Night Eats the World,2018-07-13,50
Boundaries,2018-06-22,50
Half Magic,2018-02-23,49
The Legacy of a Whitetail Deer Hunter,2018-07-06,49
Always at The Carlyle,2018-05-11,49
All I Wish,2018-03-30,49
Please Stand By,2018-01-26,49
Den of Thieves,2018-01-19,49
Bohemian Rhapsody,2018-11-02,49
Mary Shelley,2018-05-25,49
Django,2018-01-05,49
Mobile Homes,2018-11-16,49
The Catcher Was a Spy,2018-06-22,49
Insidious: The Last Key,2018-01-05,49
They Remain,2018-03-02,49
7 Days in Entebbe,2018-03-16,49
Souvenir,2018-03-02,49
The Predator,2018-09-14,48
Backstabbing for Beginners,2018-04-27,48
Tomb Raider,2018-03-16,48
I Feel Pretty,2018-04-20,48
The Strangers: Prey at Night,2018-03-09,48
Dog Days,2018-08-08,47
