title,release_date,metacritic_score
Roma,2018-11-21,96
Amazing Grace,2018-11-23,94
Shoplifters,2018-11-23,93
Shoah: Four Sisters,2018-11-14,93
Burning,2018-10-26,91
Gavagai,2018-08-03,91
A Bread Factory Part Two: Walk With Me a While,2018-10-26,91
A Bread Factory Part One: For the Sake of Gold,2018-10-26,91
They Shall Not Grow Old,2018-12-17,91
The Favourite,2018-11-23,91
Cold War,2018-12-21,90
The Tale,2018-05-26,90
Minding the Gap,2018-08-17,89
Dead Souls,2018-12-14,89
Zama,2018-04-13,89
Crime + Punishment,2018-08-24,88
Paddington 2,2018-01-12,88
The Death of Stalin,2018-03-09,88
A Star Is Born,2018-10-05,88
Sweet Country,2018-04-06,88
Leave No Trace,2018-06-29,88
Shirkers,2018-10-26,88
Black Panther,2018-02-16,88
Jane Fonda in Five Acts,2018-09-21,87
Can You Ever Forgive Me?,2018-10-19,87
The Rider,2018-04-13,87
En el Séptimo Día (On the Seventh Day),2018-06-08,87
If Beale Street Could Talk,2018-12-14,87
Hereditary,2018-06-08,87
Happy as Lazzaro,2018-11-30,87
Mission: Impossible – Fallout,2018-07-27,87
Spider-Man: Into the Spider-Verse,2018-12-14,87
Eighth Grade,2018-07-13,87
Bisbee '17,2018-09-05,87
Museo,2018-09-14,86
First Reformed,2018-05-18,86
Tea with the Dames,2018-09-21,85
Support the Girls,2018-08-24,85
"Hale County This Morning, This Evening",2018-09-14,85
Won't You Be My Neighbor?,2018-06-08,85
McQueen,2018-07-20,84
You Were Never Really Here,2018-04-06,84
Widows,2018-11-16,84
Love After Love,2018-03-30,84
On Her Shoulders,2018-10-19,84
First Man,2018-10-12,84
Custody,2018-06-29,83
The Guilty,2018-10-19,83
Who We Are Now,2018-05-25,83
Private Life,2018-10-05,83
BlacKkKlansman,2018-08-10,83
Free Solo,2018-09-28,83
Life and Nothing More,2018-10-24,82
Mandy,2018-09-14,82
A Quiet Place,2018-04-06,82
The Waldheim Waltz,2018-10-19,82
Araby,2018-06-22,82
Isle of Dogs,2018-03-23,82
Mountain,2018-05-11,82
John McEnroe: In the Realm of Perfection,2018-08-22,82
Western,2018-02-16,81
Madeline's Madeline,2018-08-10,81
Three Identical Strangers,2018-06-29,81
Revenge,2018-05-11,81
The Hate U Give,2018-10-05,81
Summer 1993,2018-05-25,81
The Guardians,2018-05-04,81
Mirai,2018-11-30,81
Incredibles 2,2018-06-15,80
Nossa Chape,2018-06-01,80
"Monrovia, Indiana",2018-10-26,80
Lean on Pete,2018-04-06,80
Claire's Camera,2018-03-09,80
We the Animals,2018-08-17,80
I Am Not a Witch,2018-09-07,80
The Endless,2018-04-06,80
Liyana,2018-10-10,80
The Old Man & the Gun,2018-09-28,80
The Other Side of the Wind,2018-11-02,80
The Great Buddha+,2018-11-23,80
Wildlife,2018-10-19,80
Ava,2018-04-27,79
Annihilation,2018-02-23,79
November,2018-02-23,79
Science Fair,2018-09-14,79
Night Comes On,2018-08-03,79
The Ballad of Buster Scruggs,2018-11-09,79
Thunder Road,2018-10-12,79
Let the Sunshine In,2018-04-27,79
Angels Wear White,2018-05-04,78
The Green Fog,2018-01-04,78
Police Story (1985),2018-03-09,78
Sorry to Bother You,2018-07-06,78
The Grief of Others,2018-11-02,78
In Between,2018-01-05,78
Bathtubs Over Broadway,2018-11-30,78
Ryuichi Sakamoto: Coda,2018-07-06,78
The Sisters Brothers,2018-09-21,78
Did You Wonder Who Fired the Gun?,2018-02-28,78
Goldstone,2018-03-02,78
Hitler's Hollywood,2018-04-11,78
Have a Nice Day,2018-01-26,77
They'll Love Me When I'm Dead,2018-11-02,77
On Body and Soul,2018-02-02,77
24 Frames,2018-02-02,77
Unlovable,2018-11-02,77
People's Republic of Desire,2018-11-30,77
Marlina the Murderer in Four Acts,2018-06-22,77
The Wife,2018-08-17,77
Leaning Into the Wind,2018-03-09,76
A Prayer Before Dawn,2018-08-10,76
Outside In,2018-03-30,76
The Price of Everything,2018-10-19,76
Calibre,2018-06-29,76
Ghostbox Cowboy,2018-11-30,76
Tito and the Birds,2018-12-06,76
Blindspotting,2018-07-20,76
Pass Over,2018-04-20,76
At Eternity's Gate,2018-11-16,76
Garry Winogrand: All Things are Photographable,2018-09-19,76
Border,2018-10-26,75
The Kindergarten Teacher,2018-10-12,75
Bodied,2018-11-02,75
Blaze,2018-08-17,75
This Is Congo,2018-06-29,75
Capernaum,2018-12-14,75
Stan & Ollie,2018-12-28,75
Under the Tree,2018-07-06,75
Under The Wire,2018-11-16,75
Jinn,2018-11-16,75
Tully,2018-05-04,75
"Nico, 1988",2018-08-01,75
The Escape,2018-05-11,75
A Private War,2018-11-02,75
Infinite Football,2018-11-09,75
Whitney,2018-07-06,75
Thoroughbreds,2018-03-09,75
Grace Jones: Bloodlight and Bami,2018-04-13,75
In the Last Days of the City,2018-04-27,75
I Kill Giants,2018-03-23,74
A Crooked Somebody,2018-10-05,74
Mary and The Witch's Flower,2018-01-19,74
The Cakemaker,2018-06-29,74
The Bleeding Edge,2018-07-27,74
Roxanne Roxanne,2018-03-23,74
Colette,2018-09-21,74
The Workshop,2018-03-23,74
Disobedience,2018-04-27,74
Pin Cushion,2018-07-20,74
"Love, Gilda",2018-09-21,74
Robin Williams: Come Inside My Mind,2018-07-13,74
After Auschwitz,2018-04-20,74
Crazy Rich Asians,2018-08-15,74
Beast,2018-05-11,74
Tehran Taboo,2018-02-14,74
The Party,2018-02-16,73
Keep the Change,2018-03-16,73
Filmworker,2018-05-11,73
Werewolf,2018-03-01,73
Sollers Point,2018-05-11,73
The World Is Yours,2018-11-30,73
Five Fingers For Marseilles,2018-09-07,73
Milford Graves Full Mantis,2018-07-13,73
Watergate,2018-10-12,73
Journey's End,2018-03-16,73
Good Manners,2018-07-27,73
Skate Kitchen,2018-08-10,72
The Insult,2018-01-12,72
Where Is Kyra?,2018-04-06,72
"Love, Simon",2018-03-16,72
Hal,2018-09-07,72
Big Fish & Begonia,2018-04-06,72
Heavy Trip,2018-10-05,72
Dark Money,2018-07-13,72
Saturday Church,2018-01-12,72
Boom for Real: The Late Teenage Years of Jean-Michel Basquiat,2018-05-11,72
Golden Exits,2018-02-09,72
The Day After,2018-05-11,72
In Search of Greatness,2018-11-02,72
Maquia: When the Promised Flower Blooms,2018-07-20,72
In the Intense Now,2018-01-31,72
Tyrel,2018-12-05,71
Maria by Callas,2018-11-02,71
Searching,2018-08-24,71
Ralph Breaks the Internet,2018-11-21,71
1985,2018-10-26,71
Cielo,2018-08-15,71
Divide and Conquer: The Story of Roger Ailes,2018-12-07,71
The Land of Steady Habits,2018-09-14,71
Gemini,2018-03-30,71
The Cage Fighter,2018-02-02,71
Searching for Ingmar Bergman,2018-11-02,71
"No Date, No Signature",2018-08-01,71
Becoming Astrid,2018-11-23,71
RBG,2018-05-04,71
Euthanizer,2018-07-20,71
Kusama - Infinity,2018-09-07,71
Makala,2018-08-24,71
Breath,2018-06-01,71
Cam,2018-11-16,71
The Great Buster: A Celebration,2018-10-05,71
"Never Steady, Never Still",2018-06-22,70
Final Portrait,2018-03-23,70
A Ciambra,2018-01-26,70
Ant-Man and the Wasp,2018-07-06,70
Of Fathers and Sons,2018-11-16,70
The King,2018-06-22,70
Far from the Tree,2018-07-20,70
The 12th Man,2018-05-04,70
The Quake,2018-12-14,70
