title,release_date,metacritic_score
Marcel the Shell with Shoes On,2022-06-24,80
"Costa Brava, Lebanon",2022-07-15,80
Louis Armstrong's Black & Blues,2022-10-28,80
The Eternal Daughter,2022-12-02,80
Mad God,2022-06-16,80
The Box,2022-11-11,80
Cow,2022-04-08,80
The White Fortress,2022-04-22,79
Flux Gourmet,2022-06-24,79
Ahed's Knee,2022-03-18,79
Guillermo Del Toro’s Pinocchio,2022-11-09,79
Apollo 10½: A Space Age Childhood,2022-03-25,79
Petrov's Flu,2022-09-23,79
Kimi,2022-02-10,79
Bitterbrush,2022-06-17,79
Official Competition,2022-06-17,79
The Innocents,2022-05-13,79
Speak No Evil,2022-09-09,78
Sr.,2022-11-18,78
Top Gun: Maverick,2022-05-27,78
After Yang,2022-03-04,78
"Argentina, 1985",2022-09-30,78
Il Buco,2022-05-13,78
Servants,2022-02-25,78
"Good Luck to You, Leo Grande",2022-06-17,78
We Met in Virtual Reality,2022-07-27,78
"Onoda: 10,000 Nights in the Jungle",2022-12-07,78
Girl Picture,2022-08-12,78
Women Talking,2022-12-23,78
Saloum,2022-09-02,78
Who We Are: A Chronicle of Racism in America,2022-01-14,78
Till,2022-10-14,78
A Love Song,2022-07-29,78
Jazz Fest: A New Orleans Story,2022-05-13,78
Barbarian,2022-09-09,78
We're All Going to the World's Fair,2022-04-15,78
A Man of Integrity,2022-06-17,78
Nope,2022-07-22,77
Islands,2022-04-12,77
Dear Mr. Brody,2022-03-04,77
Broker,2022-12-26,77
The Story of Film: A New Generation,2022-09-09,77
God's Country,2022-09-16,77
Inu-oh,2022-08-12,77
Introduction,2022-01-21,77
We Feed People,2022-05-27,77
Olga,2022-06-24,77
Apples,2022-06-24,77
Clara Sola,2022-07-01,77
Brighton 4th,2022-01-28,76
Corsage,2022-12-23,76
Retrograde,2022-11-11,76
All Quiet on the Western Front,2022-10-07,76
The Woman King,2022-09-16,76
Murina,2022-07-08,76
Something in the Dirt,2022-11-04,76
Incredible But True,2022-11-04,76
Lunana: A Yak in the Classroom,2022-01-21,76
Pearl,2022-09-16,76
"Paris, 13th District",2022-04-15,76
Nothing Compares,2022-09-23,76
Ali & Ava,2022-07-29,75
Emily the Criminal,2022-08-12,75
Nothing Lasts Forever,2022-11-11,75
A Wounded Fawn,2022-12-01,75
Blind Ambition,2022-09-02,75
Pleasure,2022-05-13,75
The Automat,2022-02-18,75
A Chiara,2022-05-27,75
Tony Hawk: Until the Wheels Fall Off,2022-04-05,75
The Bob's Burgers Movie,2022-05-27,75
Hatching,2022-04-29,75
Strawberry Mansion,2022-02-18,74
The Return of Tanya Tucker: Featuring Brandi Carlile,2022-10-21,74
On the Count of Three,2022-05-13,74
The Sea Beast,2022-06-24,74
Gagarine,2022-04-01,74
Catherine Called Birdy,2022-09-23,74
Jackass Forever,2022-02-04,74
Bones and All,2022-11-18,74
2nd Chance,2022-12-02,74
A Couple,2022-11-11,74
The Stranger,2022-10-19,74
Armageddon Time,2022-10-28,74
My Father's Dragon,2022-11-04,74
You Are Not My Mother,2022-03-25,74
She Said,2022-11-18,74
Utama,2022-11-04,74
Gabby Giffords Won't Back Down,2022-07-15,74
Beba,2022-06-24,73
The Tale of King Crab,2022-04-15,73
She Will,2022-07-15,73
Memory Box,2022-08-05,73
Futura,2022-01-28,73
Free Chol Soo Lee,2022-08-12,73
Lucy and Desi,2022-03-04,73
Last Flight Home,2022-10-14,73
Montana Story,2022-05-13,73
Emergency,2022-05-20,73
Mija,2022-08-05,73
Funny Pages,2022-08-26,73
Anaïs in Love,2022-04-29,73
Puss in Boots: The Last Wish,2022-12-21,73
Both Sides of the Blade,2022-07-08,73
The Inspection,2022-11-18,73
"Hello, Bookstore",2022-04-29,73
Athena,2022-09-09,73
Pirates,2022-04-01,73
Leonor Will Never Die,2022-11-25,73
Fire Island,2022-06-03,72
Bros,2022-09-30,72
Roald Dahl's Matilda The Musical,2022-12-09,72
The Long Walk,2022-02-18,72
Nanny,2022-11-23,72
7 Days,2022-03-25,72
Piggy,2022-10-14,72
The African Desperate,2022-09-16,72
Sirens,2022-09-30,72
Bull,2022-04-01,72
Watcher,2022-06-03,72
"My Donkey, My Lover & I",2022-07-22,72
The Batman,2022-03-04,72
Prey,2022-08-05,71
The Menu,2022-11-18,71
Catch the Fair One,2022-02-11,71
Jujutsu Kaisen 0: The Movie,2022-03-18,71
Wildcat,2022-12-21,71
Eternal Spring,2022-10-14,71
The Wonder,2022-11-02,71
All My Friends Hate Me,2022-03-11,71
Wild Men,2022-06-17,71
The Survivor,2022-04-27,71
Vesper,2022-09-30,70
Sundown,2022-01-28,70
Resurrection,2022-07-29,70
The Justice of Bunny King,2022-09-23,70
"Moon, 66 Questions",2022-07-08,70
Mrs. Harris Goes to Paris,2022-07-15,70
Sidney,2022-09-23,70
Ted K,2022-02-18,70
Beavis and Butt-Head Do the Universe,2022-06-23,70
Weird: The Al Yankovic Story,2022-11-04,70
Hellbender,2022-02-24,70
"Hallelujah: Leonard Cohen, a Journey, a Song",2022-07-01,70
What Josiah Saw,2022-08-04,70
The Fabulous Filipino Brothers,2022-02-08,69
God's Creatures,2022-09-30,69
Wildhood,2022-06-17,69
Charli XCX: Alone Together,2022-01-28,69
Bodies Bodies Bodies,2022-08-05,69
The Princess,2022-08-13,69
You Resemble Me,2022-11-04,69
One Piece Film: Red,2022-11-04,69
Wendell & Wild,2022-10-21,69
Huda's Salon,2022-03-04,69
Mona Lisa and the Blood Moon,2022-09-30,69
The Same Storm,2022-10-14,69
Blood Relatives,2022-11-22,69
Dreaming Walls: Inside the Chelsea Hotel,2022-07-08,69
Here Before,2022-02-11,69
Framing Agnes,2022-12-02,69
The Outfit,2022-03-18,69
Cha Cha Real Smooth,2022-06-17,69
The Pink Cloud,2022-01-14,69
The Sadness,2022-05-12,68
Selena Gomez: My Mind & Me,2022-11-04,68
Fortune Favors Lady Nikuko,2022-06-02,68
Smile,2022-09-30,68
Downfall: The Case Against Boeing,2022-02-18,68
True Things,2022-09-09,68
Poser,2022-06-03,68
Hustle,2022-06-03,68
Fabian: Going to the Dogs,2022-02-11,68
Anonymous Club,2022-07-15,68
Crimes of the Future,2022-06-03,68
The Unbearable Weight of Massive Talent,2022-04-22,68
Avatar: The Way of Water,2022-12-16,67
Deadstream,2022-10-06,67
My Old School,2022-07-22,67
Slash/Back,2022-10-21,67
Fresh,2022-03-04,67
Lady Chatterley's Lover,2022-11-23,67
Sissy,2022-09-29,67
Black Panther: Wakanda Forever,2022-11-11,67
Medusa,2022-07-29,67
McEnroe,2022-09-02,67
Salvatore: Shoemaker of Dreams,2022-11-04,67
Ray Donovan: The Movie,2022-01-14,67
Brian and Charles,2022-06-17,66
Cordelia,2022-05-20,66
Devotion,2022-11-23,66
Holy Spider,2022-10-28,66
Causeway,2022-10-28,66
The Sky Is Everywhere,2022-02-11,66
White Noise,2022-11-25,66
Chip 'n Dale: Rescue Rangers,2022-05-20,66
Breaking,2022-08-26,66
Master,2022-03-18,66
Private Desert,2022-08-26,66
Thirteen Lives,2022-07-29,66
Do Revenge,2022-09-16,66
Mickey: The Story of a Mouse,2022-11-18,66
Father of the Bride,2022-06-16,65
Mr. Malcolm's List,2022-07-01,65
Vengeance,2022-07-29,65
Operation Mincemeat,2022-05-06,65
Dragon Ball Super: Super Hero,2022-08-18,65
Men,2022-05-20,65
The Good Boss,2022-08-26,65
The Wheel,2022-07-22,65
Good Night Oppy,2022-11-04,65
Air Doll (2009),2022-02-04,65
Strange World,2022-11-23,65
"Alice, Darling",2022-12-30,65
The Good Nurse,2022-10-19,65
The Black Phone,2022-06-24,65
The Phantom of the Open,2022-06-03,65
Please Baby Please,2022-10-28,65
Stars at Noon,2022-10-14,64
Casablanca Beats,2022-09-16,64
Enola Holmes 2,2022-10-28,64
How to Survive a Pandemic,2022-03-29,64
"Confess, Fletch",2022-09-16,64
Meet Me in the Bathroom,2022-11-04,64
Elvis,2022-06-24,64
Marvelous and the Black Hole,2022-04-22,64
Elizabeth: A Portrait in Part(s),2022-05-27,64
The Bad Guys,2022-04-22,64
To the End,2022-12-09,64
Honk for Jesus. Save Your Soul.,2022-09-02,63
Downton Abbey: A New Era,2022-05-20,63
Halftime,2022-06-14,63
Triangle of Sadness,2022-10-07,63
Peter von Kant,2022-09-02,63
18½,2022-05-27,63
Anything's Possible,2022-07-22,62
Call Jane,2022-10-28,62
The Good House,2022-09-30,62
Dual,2022-04-15,62
A Jazzman's Blues,2022-09-16,62
The Valet,2022-05-20,62
The Swimmers,2022-11-11,62
I'm Totally Fine,2022-11-04,62
All the Old Knives,2022-04-08,62
Fall,2022-08-12,62
Not Okay,2022-07-29,62
I Want You Back,2022-02-11,62
Loving Highsmith,2022-09-02,62
The Cursed,2022-02-18,62
