"","Code-3","Country","Code-2","Sport","Games","G","S","B","Year"
"351","SUI","Switzerland","CH","Curling","Salt Lake City 2002",0,1,1,2002
"352","SUI","Switzerland","CH","Skeleton","Salt Lake City 2002",0,0,1,2002
"353","SUI","Switzerland","CH","Ski Jumping","Salt Lake City 2002",2,0,0,2002
"354","SUI","Switzerland","CH","Snowboard","Salt Lake City 2002",1,0,1,2002
"355","SWE","Sweden","SE","Alpine Skiing","Salt Lake City 2002",0,1,1,2002
"356","SWE","Sweden","SE","Biathlon","Salt Lake City 2002",0,0,2,2002
"357","SWE","Sweden","SE","Ice Hockey","Salt Lake City 2002",0,0,1,2002
"358","SWE","Sweden","SE","Snowboard","Salt Lake City 2002",0,1,0,2002
"359","USA","United States","US","Alpine Skiing","Salt Lake City 2002",0,1,0,2002
"360","USA","United States","US","Bobsleigh","Salt Lake City 2002",1,1,1,2002
"361","USA","United States","US","Figure Skating","Salt Lake City 2002",1,0,2,2002
"362","USA","United States","US","Freestyle Skiing","Salt Lake City 2002",0,3,0,2002
"363","USA","United States","US","Ice Hockey","Salt Lake City 2002",0,2,0,2002
"364","USA","United States","US","Luge","Salt Lake City 2002",0,1,1,2002
"365","USA","United States","US","Short Track Speed Skating","Salt Lake City 2002",1,1,1,2002
"366","USA","United States","US","Skeleton","Salt Lake City 2002",2,1,0,2002
"367","USA","United States","US","Snowboard","Salt Lake City 2002",2,1,2,2002
"368","USA","United States","US","Speed Skating","Salt Lake City 2002",3,1,4,2002
"369","AUS","Australia","AU","Alpine Skiing","Nagano 1998",0,0,1,1998
"370","AUT","Austria","AT","Alpine Skiing","Nagano 1998",2,4,3,1998
"371","AUT","Austria","AT","Luge","Nagano 1998",0,0,1,1998
"372","AUT","Austria","AT","Ski Jumping","Nagano 1998",0,0,2,1998
"373","BEL","Belgium","BE","Speed Skating","Nagano 1998",0,0,1,1998
"374","BLR","Belarus","BY","Biathlon","Nagano 1998",0,0,1,1998
"375","BLR","Belarus","BY","Freestyle Skiing","Nagano 1998",0,0,1,1998
"376","BUL","Bulgaria","BG","Biathlon","Nagano 1998",1,0,0,1998
"377","CAN","Canada","CA","Bobsleigh","Nagano 1998",1,0,0,1998
"378","CAN","Canada","CA","Curling","Nagano 1998",1,1,0,1998
"379","CAN","Canada","CA","Figure Skating","Nagano 1998",0,1,0,1998
"380","CAN","Canada","CA","Ice Hockey","Nagano 1998",0,1,0,1998
"381","CAN","Canada","CA","Short Track Speed Skating","Nagano 1998",2,0,2,1998
"382","CAN","Canada","CA","Speed Skating","Nagano 1998",1,2,2,1998
"383","CHN","China","CN","Figure Skating","Nagano 1998",0,0,1,1998
"384","CHN","China","CN","Freestyle Skiing","Nagano 1998",0,1,0,1998
"385","CHN","China","CN","Short Track Speed Skating","Nagano 1998",0,5,1,1998
"386","CZE","Czech Republic","CZ","Ice Hockey","Nagano 1998",1,0,0,1998
"387","DEN","Denmark","DK","Curling","Nagano 1998",0,1,0,1998
"388","FIN","Finland","FI","Biathlon","Nagano 1998",0,0,1,1998
"389","FIN","Finland","FI","Cross-Country Skiing","Nagano 1998",0,0,1,1998
"390","FIN","Finland","FI","Freestyle Skiing","Nagano 1998",0,1,1,1998
"391","FIN","Finland","FI","Ice Hockey","Nagano 1998",0,0,2,1998
"392","FIN","Finland","FI","Ski Jumping","Nagano 1998",1,1,0,1998
"393","FRA","France","FR","Alpine Skiing","Nagano 1998",1,0,1,1998
"394","FRA","France","FR","Bobsleigh","Nagano 1998",0,0,1,1998
"395","FRA","France","FR","Figure Skating","Nagano 1998",0,0,2,1998
"396","FRA","France","FR","Freestyle Skiing","Nagano 1998",0,1,0,1998
"397","GBR","United Kingdom","GB","Bobsleigh","Nagano 1998",0,0,1,1998
"398","GER","Germany","DE","Alpine Skiing","Nagano 1998",2,0,1,1998
"399","GER","Germany","DE","Biathlon","Nagano 1998",1,1,2,1998
"400","GER","Germany","DE","Bobsleigh","Nagano 1998",1,0,1,1998
"401","GER","Germany","DE","Figure Skating","Nagano 1998",0,0,1,1998
"402","GER","Germany","DE","Freestyle Skiing","Nagano 1998",0,1,0,1998
"403","GER","Germany","DE","Luge","Nagano 1998",3,1,1,1998
"404","GER","Germany","DE","Ski Jumping","Nagano 1998",0,1,0,1998
"405","GER","Germany","DE","Snowboard","Nagano 1998",1,0,0,1998
"406","GER","Germany","DE","Speed Skating","Nagano 1998",2,3,1,1998
"407","ITA","Italy","IT","Alpine Skiing","Nagano 1998",1,1,0,1998
"408","ITA","Italy","IT","Biathlon","Nagano 1998",0,1,0,1998
"409","ITA","Italy","IT","Bobsleigh","Nagano 1998",1,0,0,1998
"410","ITA","Italy","IT","Cross-Country Skiing","Nagano 1998",0,1,1,1998
"411","ITA","Italy","IT","Luge","Nagano 1998",0,1,0,1998
"412","JPN","Japan","JP","Freestyle Skiing","Nagano 1998",1,0,0,1998
"413","JPN","Japan","JP","Short Track Speed Skating","Nagano 1998",1,0,1,1998
"414","JPN","Japan","JP","Ski Jumping","Nagano 1998",2,1,1,1998
"415","JPN","Japan","JP","Speed Skating","Nagano 1998",1,0,2,1998
"416","KAZ","Kazakhstan","KZ","Speed Skating","Nagano 1998",0,0,1,1998
"417","KOR","Korea","KR","Short Track Speed Skating","Nagano 1998",3,1,2,1998
"418","NED","Netherlands","NL","Speed Skating","Nagano 1998",5,4,2,1998
"419","NOR","Norway","NO","Alpine Skiing","Nagano 1998",1,2,0,1998
"420","NOR","Norway","NO","Biathlon","Nagano 1998",2,2,0,1998
"421","NOR","Norway","NO","Cross-Country Skiing","Nagano 1998",1,1,0,1998
"422","NOR","Norway","NO","Curling","Nagano 1998",0,0,1,1998
"423","NOR","Norway","NO","Freestyle Skiing","Nagano 1998",0,0,1,1998
"424","NOR","Norway","NO","Snowboard","Nagano 1998",0,2,0,1998
"425","NOR","Norway","NO","Speed Skating","Nagano 1998",1,0,0,1998
"426","RUS","Russia","RU","Biathlon","Nagano 1998",1,0,1,1998
"427","RUS","Russia","RU","Cross-Country Skiing","Nagano 1998",1,0,0,1998
"428","RUS","Russia","RU","Figure Skating","Nagano 1998",3,2,0,1998
"429","RUS","Russia","RU","Ice Hockey","Nagano 1998",0,1,0,1998
"430","SUI","Switzerland","CH","Alpine Skiing","Nagano 1998",0,1,1,1998
"431","SUI","Switzerland","CH","Bobsleigh","Nagano 1998",0,1,0,1998
"432","SUI","Switzerland","CH","Curling","Nagano 1998",1,0,0,1998
"433","SUI","Switzerland","CH","Freestyle Skiing","Nagano 1998",0,0,1,1998
"434","SUI","Switzerland","CH","Snowboard","Nagano 1998",1,0,0,1998
"435","SWE","Sweden","SE","Alpine Skiing","Nagano 1998",0,1,0,1998
"436","SWE","Sweden","SE","Curling","Nagano 1998",0,0,1,1998
"437","UKR","Ukraine","UA","Biathlon","Nagano 1998",0,1,0,1998
"438","USA","United States","US","Alpine Skiing","Nagano 1998",1,0,0,1998
"439","USA","United States","US","Figure Skating","Nagano 1998",1,1,0,1998
"440","USA","United States","US","Freestyle Skiing","Nagano 1998",3,0,0,1998
"441","USA","United States","US","Ice Hockey","Nagano 1998",1,0,0,1998
"442","USA","United States","US","Luge","Nagano 1998",0,1,1,1998
"443","USA","United States","US","Snowboard","Nagano 1998",0,0,2,1998
"444","USA","United States","US","Speed Skating","Nagano 1998",0,1,1,1998
