city,segment_id,query_time,year_entries,query_time,month_entries,week_entries,polyline
"New York, NY",852256,5/7/20 23:31,4353,5/9/20 1:31,489,354,gx|wFnqmbM\e@d@u@HSRu@j@}ADUVcAHs@Lg@r@}Ab@m@~@y@dBi@p@_@d@aARYRyA@WHs@?UGa@Wk@_@k@Y_@a@a@gAo@kA{@m@[YYg@]a@Q_As@gCyAiA_A[Mm@c@m@]g@a@o@]a@OIA[?q@HiAAe@CiAUaA_@q@Ag@NSPS`@Kf@Ah@BVj@pBJj@Fn@?rAI~@o@pCC`@@`@Ft@Lj@Td@z@dATj@F^@XGjCFp@@jAK`B?j@HtANv@f@dAV`@b@Zv@\|@JdAVvCd@vBPX?RCTA`@_@
"New York, NY",1370760,5/7/20 23:31,2745,5/9/20 1:32,227,118,__ywF~ynbMOOu@]a@S[Iq@HSH{Az@{@PMPW@_@AQHW@m@GYBe@IWAo@SeAQy@i@q@m@Ie@ASMe@k@qA]a@QKMMc@WSEKEQAQGSMa@e@
"New York, NY",4538766,5/7/20 23:31,5111,5/9/20 1:32,601,357,myowFruvbMc@UWIkDi@W?[IUAe@]E]yAe@YQuAW{@I_ACYGq@@_@ESDUb@WFaAIc@MuAOu@Qc@Cs@Qa@EUEeBEu@Mc@?eAS{ASyAGu@Ac@Em@A_COOD
"New York, NY",2145199,5/7/20 23:31,2253,5/9/20 1:32,275,119,eevwFnohbM@I@HYz@SvAQXWhAo@lBYb@?DS`@If@OZK`@_@dA_@|@K^MXUr@OZCNc@nA[lAcA`CIXMVGBSl@EPEDSlAw@jCSbA]v@St@KTCRUl@g@bAELAVOTCVMNSz@Q`@Up@G^[b@Uf@ADIL
"New York, NY",10764125,5/7/20 23:32,6634,5/9/20 1:33,907,583,gdrwFnivbMOCQGAG{BEYIi@Go@BSQGAWOUC
"New York, NY",1927877,5/7/20 23:32,2277,5/9/20 1:33,157,84,wt~wFndlbMGI{@_@c@[_@i@I]WeCKk@Qe@a@cAYWU[c@U_@GoAHcBn@QD_ACc@Dc@Pa@^Q\I|AKn@Yb@]Rg@Lg@K]W_@g@Qe@Ek@?m@LcAAi@Bu@EaBHu@Lg@Ti@~@kBXa@^a@XU\Sh@Gd@F^F|@Xb@V\VZLXRZp@hBhB`@BVELELKNYLi@Di@Ai@o@}ASsAC[Be@HYVUXCb@JTTL^Pp@Tn@\j@Z`@b@^
"New York, NY",14728700,5/7/20 23:33,797,5/9/20 1:34,138,78,{amwFv|qbMB`AE`@GPc@n@IZSl@?XJXPNRF~@JJHZl@j@l@FL@PE^Qp@Gp@Sh@WX_@RUDa@CEBCF?XLbA?bBF\Hd@Xh@H^NRL@RCPINWLc@
"New York, NY",13476452,5/7/20 23:33,663,5/9/20 1:34,93,58,{kkwFhqqbMGDKRKh@?TMZD|AYdBCh@Ff@
"New York, NY",11449434,5/7/20 23:34,2187,5/9/20 1:34,263,120,igvwFpwhbMOn@GvAOn@k@rAWj@Yd@m@pA]^Qj@gA|D_@zAQf@c@|Aa@`@Sb@m@|Aw@bCaA`E
"New York, NY",10727436,5/7/20 23:34,761,5/9/20 1:35,105,61,s~lwFrirbMEWk@o@Wc@a@Ig@AMGIGCM?UF]\_Ah@{@DO?SEe@a@wBEI[EKSGFGLGDIIEOEgBHoAGc@DKb@g@
"New York, NY",10703307,5/7/20 23:34,1429,5/9/20 1:35,233,131,_{kwFlhpbM?QEcA?aACg@AgAHyA?s@Co@JcA@cANo@Ba@CWOw@Cq@Gg@FcAE]TwADcAAYMc@Do@H[Bg@AKQa@Ns@@YLe@BUAUKs@@MIc@Ag@Ee@?SHk@Ae@Pq@Eu@RgBCm@LiA?[Rs@Cu@Bi@AwBEw@Dq@EcB\aBHS@UEi@?k@D}@Gs@BaAGe@EIB_@C[Mk@Ea@K]@s@Ii@Oq@MyABYAM
"Portland, OR",3282089,5/7/20 23:38,2752,5/9/20 1:35,370,245,sfztG|{ukVIDy@]WCkFj@{Dx@wAb@KHi@dAGV
"Portland, OR",3282098,5/7/20 23:38,2648,5/9/20 1:36,352,234,ciytG|evkV[SIYq@]s@WcDsAiAs@g@QyAW]Ki@KaAI_@CcAX[BQAi@Oe@Ai@M
"Portland, OR",2681896,5/7/20 23:38,2325,5/9/20 1:36,308,203,gc{tGxrukVUk@COCw@B]HYv@oBlBqDZ_@LGl@KpBJ
"Portland, OR",1349959,5/7/20 23:38,2165,5/9/20 1:36,268,172,{f{tGpnukVrAkBjAuBr@}@HUr@a@b@IPAT@RCt@An@Df@Lh@FNJ|@@RDb@Dt@NpACfBPf@?VLJAdARb@AvAF|@Cb@@PATON?jAJ`@FlA^jAXjALn@Pl@FtDn@^Jl@Xj@JXBx@RhAGpAZ`@Fl@Pr@Jb@JPA^N`ARb@Dn@LLHP?`@FhBd@N@\@NBt@C\E`@B
"Portland, OR",4761458,5/7/20 23:39,2374,5/9/20 1:37,328,217,u}ytG`gukV_ABSAYGy@@eACmAAq@EsBUmAQu@Qs@Iw@OQAWIKA
"Portland, OR",4102592,5/7/20 23:39,1786,5/9/20 1:37,226,144,{dxtGzrukVOfAOjB{AlIMh@Kr@WdAGp@[zAo@~D
"Portland, OR",4102604,5/7/20 23:39,2703,5/9/20 1:37,366,237,w|ztGz`vkVe@BKe@Yq@U{@Ga@KSc@aB]y@O_AGKMaASu@?c@Ea@BQ
"Portland, OR",1086121,5/7/20 23:39,1827,5/9/20 1:38,223,152,{bxtGnqukVqA?w@r@a@POCYKQJq@@OCEDa@ByASa@QiAWwAWc@OuC]e@Mq@KYDw@WY@eA[i@EaA[_@Ea@QaAW_@Ia@G]Ce@K]E_@?y@Q[CYBc@GYQwAa@c@Me@G_@LaADs@C[BSFs@QyCIqBSsDu@kBU{@X]CYHa@CY@[H_AIg@TqAjBg@|@[p@_@bAG^@\
"Portland, OR",4507407,5/7/20 23:39,2689,5/9/20 1:38,378,248,qsytG`iukVrAPlBN
"Portland, OR",3595341,5/7/20 23:40,2007,5/9/20 1:38,250,169,suxtGpqvkVb@OBC?GFEN?dCl@bAZPBDCl@JFJ@NPl@Lj@NXBXC?T|@?BUB
"Portland, OR",3895957,5/7/20 23:40,1603,5/9/20 1:39,207,140,alxtGtsvkVReAh@yDZ{A~@qG~AgJJs@FY
"Portland, OR",691050,5/7/20 23:40,1363,5/9/20 1:39,184,92,uo~tGtmblV[aCUYOYYSq@}@GMUy@_@s@Q_BASLu@Ci@]s@[k@Me@CSNeACw@Kc@@s@Ni@Ve@V{@l@qA`As@hAi@^YR]\IdAHb@X`@HLW?SFm@Pe@ZMz@L`@@n@Ap@a@XI^EhA?`AK`AEpAe@ZI`@Gd@AhAPXLd@HVN\VPA`@[JSl@Ax@d@lAlARANSCc@}@wBOUSe@MK
"Portland, OR",1273593,5/7/20 23:40,1453,5/9/20 1:39,176,94,c~}tGv~`lVo@Ze@j@ATQH}@MeAa@MBOJo@tAw@z@s@nAAQKUc@Wg@G_@FITCZIJOJcAh@GTa@P]ZDL]Lc@X[l@
"Portland, OR",5483295,5/7/20 23:40,1143,5/9/20 1:40,160,77,yovtGdltkV|@NhCBbDaA^Ud@KnD}AhAYhF_A`KaBv@SlBUpBa@zDm@r@UhDq@dDw@pBk@pAk@`@WdAw@`ByAzAwBv@sA|@wBv@wB~@sCJe@x@oBlAuBp@cAbAcAjAy@vAu@bAc@^MbCYlBDx@JhBj@f@TlAt@lFlDt@`@nBzAhAj@j@b@t@`@pA`Ab@d@
"Portland, OR",1078387,5/7/20 23:40,1128,5/9/20 1:40,179,101,olstGfmvkVWWUKSUUo@_@u@OK_AS}@[G?QDy@n@gAb@g@Oa@QCE?WDmAGYKUOOYU
"Portland, OR",691055,5/7/20 23:41,980,5/9/20 1:40,122,81,a_}tGr``lVADFPLGHTB^V`@DR@n@BBBWXOD_@AQDQFT^r@NJLFdAPNAj@d@?JLn@|@z@?JGLGN@XLRENBNJB?Cr@vAPRRPN@JODOCOHQFDHd@HNf@b@CDJPFZI\
"Portland, OR",989235,5/7/20 23:41,866,5/9/20 1:41,111,73,sh{tGdq`lVVj@Pn@Lp@?BWo@KS_BkEG[SUy@m@KUMGMMc@m@u@m@GWKSy@u@MSUcA}@gAa@W_@[Ss@Ue@KO[WUK[BUKaACS@_@J[PYGSQW?_@SMCW\}@bBI?Eg@GQg@g@GQKIUCWRUD[RIPa@DsB|@I\EZ
"Portland, OR",1979407,5/7/20 23:41,796,5/9/20 1:41,77,42,mvztGtj_lV_@Q_@?CNEHO?ECQCYHBBi@bA_@f@SHBJZCAg@Ys@A[Fo@v@W^OEI[O[H[RQp@SLGRC?L[JuAb@M?OG?a@MQLY`@[n@Sd@g@`AGN?vAG??QIo@
"Portland, OR",719154,5/7/20 23:41,673,5/9/20 1:42,67,33,{uztG|j_lVO?q@\e@?UFMPENAXKZ[d@KG@OEc@M]AqA^o@LIEC]HKh@IJQHI@?_@CQ?q@PSLCCKQEWHGVQVMXMf@AZ]~@Cl@EPUa@]YIHGCKQSQOi@CCKHOAIKIJAJOO
"Portland, OR",1001770,5/7/20 23:41,570,5/9/20 1:42,68,44,}rutGhjxkVb@TJUJgADOl@eA^a@t@c@t@YdBiAzB}@^GtAHZLFDx@~@r@jAv@lBT^RTn@l@n@FX?HCRW`@s@j@a@
"Portland, OR",3573226,5/7/20 23:42,1166,5/9/20 1:42,175,86,y}qtG`~rkVCFSBUIaAk@q@YaB}@eAc@sGwDiB}@gBcAeB{@m@Os@KWC_ACaADwAVkBr@{@b@_Av@cBhBo@~@}@dBoDtJo@tAs@nAo@~@yAlBs@p@oB|AYd@uAx@w@^eC|@q@Rg@FUNYFK?WLQDsBVULo@Bc@Po@JwBLm@AK@_@GWBiAV_ATqI|AiAXgBXeAZs@N{@Za@FeBr@aA\}@ToANcBF
"Portland, OR",1022144,5/7/20 23:42,715,5/9/20 1:43,100,60,cu}tGt_alVFJHB?FBHHHLFn@HLDVPLVXVRl@T?JB^WHAPFv@b@PXBVl@`@^b@PHH?`@PN?JCRSHEPFNNFJ?VNXBNAPJpAHL?EHJXPPVVXVfAN`@Db@T\?BQEYWq@MU?M@c@PK@UESO
"Portland, OR",966863,5/7/20 23:42,663,5/9/20 1:43,66,46,o`|tGjd_lVRdAl@p@h@~@ZdARlA`@|@l@j@CtAMrATfAl@n@b@|@
"Portland, OR",771735,5/7/20 23:42,632,5/9/20 1:43,64,36,ebytGvn~kV\PDHEPGHDF?N_@T[t@[IU?SLCDUhAO^Yb@KDMENN^BD@\MNMHBDHKJQZa@XYFI@WC]Mm@q@GB?DDLJR
"Portland, OR",3557625,5/7/20 23:42,1055,5/9/20 1:44,139,68,_drtGxzrkVvBrA|@z@RJr@Jd@NnCzArDpCvDdCtBfAhBhAlAl@nAz@bAn@vDjCjI`FxAnAtBlA`Ab@vAv@xBdAvBn@rBf@f@HrALlBBhAH\?tBK~AOhAQp@SNAbDs@
"Portland, OR",950750,5/7/20 23:43,591,5/9/20 1:44,74,13,qgauG|ahlVmAoAISOSi@yBI{@GOIg@_@y@Ma@ASIMSUKE_@e@c@a@IOe@SM@SJEFAh@Gt@GXUFcAEI^CZ
"Portland, OR",3317967,5/7/20 23:43,527,5/9/20 1:44,37,10,}{ytGjr_lVPwAXgBPq@BCXJhAdAfABr@QTHPIZ[Pk@SGFU^IH_@]g@YGt@Kf@KLGGMYCEK`@EX@GYIEe@Oe@EGG?}@Ns@@k@IQJCn@`A`@Qf@e@z@GJC
"Portland, OR",971139,5/7/20 23:43,577,5/9/20 1:45,86,64,qs|tGhh~kVAnAGx@QfA?p@K|@KvAKp@MvABxBDl@Cx@OhBGl@a@lACXAn@KPYXEN
"Portland, OR",1001799,5/7/20 23:43,528,5/9/20 1:45,76,59,{q|tGv`~kVNn@@XAh@PPEPQFOBKJIf@GNi@nD[jD?dCGhBBj@?h@TlA@TIbAa@r@q@z@o@fAa@`@OLgCbAQBc@TQJa@b@eArAw@fB[\[Ts@p@i@hAc@fAa@r@[v@Qv@OtAQbA\vBDz@Af@
"Portland, OR",5948000,5/7/20 23:47,2104,5/9/20 1:45,293,181,ilxtGlrvkVe@E_Cg@sCgA}EaB}DaBiAm@qAw@eAYm@YaA_@yBgAsCoAqAc@aCo@aAGs@Pm@@uBMiACe@[_@AaAFmEj@cDn@y@Xu@`@cAb@
"Portland, OR",3468425,5/7/20 23:49,904,5/9/20 1:46,114,53,}jutGnatkVfDq@jBSt@Q|E}@n@SrF_AxBe@`AYt@Y|BoAdAu@~@cAjBaCfAiBr@uAfAuC`CmH~@oBn@{@|@_A~AsAd@YhAe@jA_@jAWzCC`@@|@RnAd@xAp@xIrF^RPFh@`@|@h@ZX|A|@rB`Bt@d@rAn@h@Nj@\ZTl@VnG`EdGpDrA|@dAl@^NpCnBnC`BdAr@vEvCfAz@dBjAjAj@~A|@zBbAf@PdAZhAPnAZlAPlCPnABhDIpBQ
"Portland, OR",2129675,5/7/20 23:52,913,5/9/20 1:46,108,66,sr|tGfxalVBEIY?}@HI^BJEDITONDNHXf@V`ANBOy@FgAFWEW]u@EYCi@HWVY`@ARF^XRF`@FRLXAZLLAWUU]EMGiAMg@Gs@TUPe@Hg@R[CMGEuALS@o@d@O?MHMCMMYQw@ZO@EEAMKWi@e@c@WY_@EMA_@H]De@AKPSHEZa@FUAgBr@Wv@Pb@O?SOaAIIDi@J]_Al@KISEGOKi@KQ[UUAc@eAKg@F_@@w@e@eAKMw@GmAo@MUI{@GGEVFh@ORYXIZKHYoCGO
"Portland, OR",2009415,5/7/20 23:52,1101,5/9/20 1:46,157,96,kc}tG~walVQKKAIQLOEEy@AOBSE{@RORMh@c@k@Ea@k@aAQFKLQDk@h@U`@OLWSIYEy@B[Sg@OGu@n@gAG[?]XIPOHQY[QUAa@d@_@Bo@a@y@Qc@QSRQD_@l@GVIFDfAMf@IFSQw@?s@c@[Go@_@
"Portland, OR",1380355,5/7/20 23:53,574,5/9/20 1:47,66,23,o}duGbimlVEXZA\THVNdA?Jf@GTPd@j@LVZ`AAXZM`@JRLX`@h@FJ^PIFAEY
"Portland, OR",986260,5/7/20 23:54,757,5/9/20 1:47,95,21,uf`uGpcflV_@D_B^Y?u@GKGOGw@Dk@EUHMCmABc@Ls@NUREX`@t@Jt@L`@v@hB
"Portland, OR",912112,5/7/20 23:54,1014,5/9/20 1:47,135,71,_j~tGbxalVm@Y]BGLCVa@~@HTPLZHRX@XId@CVFZR\TLXBd@`@Hd@FRBf@Q|@PLZA^BXKh@\VBRKJMLADFDr@DXP?x@_@`@WNSd@LNCHDJN@PMj@HXVJZ@XBbAOj@CPNCJONMl@J^
"Boston, MA",905411,5/7/20 23:55,5057,5/9/20 1:48,682,468,i~naGnx{pLsElBaAZ]Rc@L{@`@uDrA[P[HsB|@q@PYN
"Boston, MA",944212,5/7/20 23:55,979,5/9/20 1:48,73,41,cvkaGhogqLUkBMm@{@yFEw@WyAg@oDEm@Mk@qAoKcAkHWmCS}AWwAsAgKgAiGQ}AuA}I
"Boston, MA",3864768,5/7/20 23:56,798,5/9/20 1:48,53,32,obnaGtyzpLDK@GYsCi@qCSy@SyAKk@]cAs@qCm@sEk@mCg@uCWgA
"Boston, MA",8313745,5/7/20 23:56,3919,5/9/20 1:49,531,339,_qpaGpczpL@RLRBTHHHR@XTp@Hl@BDD^Rp@?HDBNj@NXCNLj@?HTh@AFDJD^?JT\Hd@Zz@DT@VLXNxADFL^?HDPLL?LJN?HCLLXFTB\@h@Zx@\n@R|@FLRT?HDF@PGH@DGDFd@z@fB\pCLDH\R|@BXANHb@LVAFN|@\lADfAD\BJ
"Boston, MA",758507,5/7/20 23:56,3766,5/9/20 1:49,445,282,qcoaG~a_qLEwAm@aF?k@PgCAm@M}ASyA@w@Mm@c@yASoAw@}COqAK_C]wAUs@]wAKi@MuAgByGYaB}@oEWcBo@oCKs@gAgF
"Boston, MA",725032,5/7/20 23:56,2829,5/9/20 1:49,290,191,o{oaGxc|pL}B}KiA_Fi@sBe@cCgA_EE]cAuEi@oBWwAw@uCcAyEw@_DMmACm@@sGEu@Kk@Qg@Se@]e@]We@Sq@O]FmAMmBYWKuA{A_A{@_B}Aw@q@
"Boston, MA",1105879,5/7/20 23:56,3202,5/9/20 1:50,425,265,sgraGzeaqLp@_BZa@VYz@k@ZMl@]lAg@RI`Ba@|Cm@dAC~BF
"Boston, MA",5738736,5/7/20 23:56,2919,5/9/20 1:50,339,212,{draGblxpL^q@l@kBl@oA`@iAh@kAvAoDd@{@Pm@P[b@aAZ_A
"Boston, MA",3873948,5/7/20 23:57,3873,5/9/20 1:51,513,320,mynaGh}~pL`@iD@]FqA\iEH}ABeAHq@DeCAm@HuBAq@J}AH{CD}@Fq@DiBRqDCu@Dw@DyC?sAH}D]{Ba@oB
"Boston, MA",1146728,5/7/20 23:57,2502,5/9/20 1:51,288,202,w{naGfv{pLKk@MaBWeCKq@[uAYmBWyAGoAQm@[oBIw@SkAQa@QFu@DQE]_@i@mAkA_GwByLYkA_@wBQw@a@uCc@gBq@qE_@qBYkAS_@k@cA}@iAWe@Ic@C]Di@?g@Gi@q@c@a@iAUYcAq@e@M[EkA]m@Uc@Yi@Sw@?_@E_@MQA}@PmAf@_@H
"Boston, MA",8812061,5/7/20 23:57,2854,5/9/20 1:51,390,244,wzqaG~qxpLd@V^Z|@`AfBfAz@bA~@r@^\z@dAlBdB`@X|@`A^Zx@~@`CtB
"Boston, MA",5389197,5/7/20 23:57,2473,5/9/20 1:52,311,196,gwqaGfrwpLYb@s@fBU`@k@pB}@lBSj@o@rAsAfDcApBYf@
"Boston, MA",8804867,5/7/20 23:57,2709,5/9/20 1:52,346,194,giqaGb{`qLmAM_B?kBIy@Dy@?wARy@PeBf@iCdAa@T]Vy@|@m@x@[t@_@~ASbBIfBCrADbCN`EAtAGfA
"Boston, MA",2373766,5/7/20 23:57,2772,5/9/20 1:52,352,227,ewpaGboypL?g@L}B@kADq@Aa@JyAHiCJ}@De@@c@?qBHeA@y@PkD@q@Fe@@c@
"Boston, MA",1560514,5/7/20 23:58,2738,5/9/20 1:53,333,207,stpaGfkxpLOvFE^@\GlA?n@BT?ZSpBGhDIt@ClAE^KrF
"Boston, MA",7605594,5/7/20 23:58,3090,5/9/20 1:53,385,219,q{naGz}_qL@x@E|BEt@Gh@SfASx@cA|CgCrGw@xAiA~B[j@q@`AYZq@j@]VmAd@}A^g@D{A@sAQmB_@_IaCq@KyAGi@?u@BoCV
"Boston, MA",2733323,5/7/20 23:58,1511,5/9/20 1:53,138,108,utoaGjtwpL@D?OSKI[McAEmAO_AUy@K_B@D
"Boston, MA",1348294,5/7/20 23:58,2116,5/9/20 1:54,195,105,ujraGrbbqLBDERh@[JQDULoE?i@G}AL}ENiA`@mBPkAf@uAb@i@hAaAjA{@x@e@nByA~@]RErCE`@D^Ll@HbABt@Fd@@b@ERHx@BXCdCAz@MbCH|@@ZIr@?z@GRIt@HP?`@Kp@[ZEVKf@K|AKt@DfAK
"Boston, MA",3486042,5/7/20 23:58,1966,5/9/20 1:54,155,97,e{oaGptxpLSII@LFTDj@VzBvALLP`@`@h@FPRj@Ll@TtAFv@TdA@PJn@`@zAX|ADj@Lb@RzANn@Hv@Lj@XdBLh@d@rATd@`@^d@dBXhBXjCDJLdAPr@Bd@ZlABTAlALp@?`@BPd@l@VjAJv@LZJ^JLFPHd@JzBClA@PR~@DdCF`ACd@I`A@RCL
"Boston, MA",725168,5/7/20 23:58,1119,5/9/20 1:54,96,75,muoaGjswpLCu@OsAqA_I{@sGOm@UqACk@Kk@Me@SqA
"Boston, MA",5626676,5/7/20 23:59,1531,5/9/20 1:55,220,132,gsqaGzwdqLGGADEC@BCIC?GEWYW@SI{@kBg@mBg@mCOaAGoAOmA
"Boston, MA",2373771,5/7/20 23:59,1604,5/9/20 1:55,171,102,mupaGrhxpLGbAMnA?vAA`@Q|BGjCIZAX?d@GnACbA@zAOnC?d@OjC@h@
"Boston, MA",1146735,5/7/20 23:59,1365,5/9/20 1:55,121,80,kupaGhlxpLqAL{APqACiAGkAOm@Cs@Kk@S_@UWY[e@i@mAMg@WyBBu@D_@Cq@WQgBs@YU_@e@EOCc@Wi@sAmBeA}@c@B{@jBg@tAB`AW~@e@rA{@dBOj@}@xBm@vBOh@Ub@Op@@ZT\`AfAjAhA^@d@Kb@SXCd@Fd@RbA`Ad@n@d@\Z^`C~B|BjBZ`@xAnAn@r@tDlD^ZXN^f@ZR~@Lt@B
"Boston, MA",5738756,5/7/20 23:59,1489,5/9/20 1:56,212,156,m|oaG~g|pLcAb@a@\QFCD{@\OD[PgBtAc@d@o@`@IRg@^a@Rg@r@EP_@l@Q^ST_@r@
"Boston, MA",1034092,5/7/20 23:59,1277,5/9/20 1:56,126,70,aupaG|baqL{BJyANcF^_BBg@Ce@K{BBoACiAB{CL[Fi@Ng@X_@Xa@^]\_@h@_@hAGl@@f@Er@GtDKpC@v@Cn@QxBSdAC\]fBQ^wAtFe@fBO\m@hAUT{@h@_@Zc@Ny@@wAJyB\c@LiAr@mA`AU\cAvBw@jBKl@[vCCpCJvAXbC`@`BZr@j@v@`@Nb@?DCNYVC
"Boston, MA",5587820,5/7/20 23:59,1006,5/9/20 1:56,281,204,{dkaGlonpLh@aAh@wAr@mAr@aBj@wAh@}AP]d@aBXu@\kBT_A\sBHm@F_BPaB
"Boston, MA",4148956,5/8/20 0:00,548,5/9/20 1:57,58,34,yfnaGxj{pLYq@EK?MH_@^_ASEO[WG@FEGKGF?GO?KFCa@SEEIQCK@e@S]c@wBEi@By@I_@OUm@OOUCWCg@S]o@yBEgAYq@AK?YWq@BU@o@cBuG?Q]{@CQBk@CQM[WeAQg@Ig@?YQXIOM{@Eq@UaAEc@g@aBBKAGCQEIIk@CEKEDq@?WKg@QYEQ?{@[uAAe@KkAKo@O_@Q{@?}@Kk@H[AKQo@Um@]sAMWS_A
"Boston, MA",1381153,5/8/20 0:00,1238,5/9/20 1:57,30,18,sstaG|ygqLMf@HHFGFCDDDABWh@{ARO
"Boston, MA",1565397,5/8/20 0:00,747,5/9/20 1:58,58,46,_qoaGhhxpLIcBIk@[kAGs@m@yDGw@UyAAo@WsDc@iDu@gEU_BCk@U}A
"Boston, MA",7302982,5/8/20 0:00,1151,5/9/20 1:58,221,148,yiraGzuvpLLZS`@Gp@L~F`@pDIt@O|B?`A
"Boston, MA",7098047,5/8/20 0:00,853,5/9/20 1:58,85,29,upkaGdrlpLlAZvAd@pAh@tCxA|BxApC`ClBlBj@n@b@rBe@jGOnA]nBcAbEk@|AkAtCaElIy@tB
"Boston, MA",1201239,5/8/20 0:01,698,5/9/20 1:59,72,52,s{naGfx{pL_@cAREEg@?o@Cq@MwAc@iCk@mBO_BaAaGOiACy@Sa@YI]R]AYQS[Uq@]aCa@iBm@mDUaBEy@Ki@g@{AWkB{AcJo@uAOo@_AeG]qACs@FaBMo@f@iAHg@Dq@Im@Ka@?[HDKZBIAMRuA
"Boston, MA",5389179,5/8/20 0:01,879,5/9/20 1:59,115,86,eupaGr`}pLLWJIJQt@cBZi@jBmEVYXe@r@}@p@i@f@g@p@e@^OVQh@S`@WbA]vAu@
"Boston, MA",4429337,5/8/20 0:01,1162,5/9/20 1:59,176,129,{wwaGz|dqLSGKGO]Me@Ii@OoBEmABoAGeC?eAJqAJi@Bo@?o@Da@DyAC}CHw@
"Boston, MA",1892275,5/8/20 0:01,1121,5/9/20 2:00,210,144,ohraG|nwpLIeA?i@LeC?q@WyE?gACQGQD{AAu@KWIKK_@
"Boston, MA",5292743,5/8/20 0:01,798,5/9/20 2:00,151,100,azqaGjsupL}EtCg@^W^[Jw@p@MBsB|@k@\[V]Nc@Z
"Boston, MA",7983890,5/8/20 0:01,1193,5/9/20 2:00,202,143,yxwaGrwcqLMfACj@G|CO`AEjAO|AE~@H~CI|@?xAFr@NfAAl@Dj@Vx@HJJFhABv@RJVH~BPhBRN`BBd@E
"Boston, MA",3159457,5/8/20 0:02,1245,5/9/20 2:01,169,110,_kxaGbnfqLc@TEHe@X{@\MJmAb@QBc@VmB|@q@PGFYDYRk@Zo@Ng@Py@`@OD
"Boston, MA",6935836,5/8/20 0:02,1391,5/9/20 2:01,235,179,e|kaGzviqLb@T\^\t@TXL^t@rAr@V^@d@Od@WnAw@bAy@Z]Tc@Ri@b@{BTu@zAiEXq@Te@`@o@dCkC\k@Vk@HYJw@Bw@Gk@Os@iAaDHEa@aA
"Boston, MA",3370124,5/8/20 0:02,670,5/9/20 2:01,59,40,aspaG`ywpLCy@W}ADoACq@K_@C}AQ{@@eCOsBN_C?a@Eg@L}@JI
"Boston, MA",3599409,5/8/20 0:02,676,5/9/20 2:02,93,68,}}paGpo}pLh@gADAFQDg@JQLUf@k@HQEMIIbAoAPMTEPINS^yAd@]^y@ZeBHILEHQ@a@JWF?^s@X[Ni@Z]Xg@ZUXm@`@]JMd@QHMZSfAy@PI^GF?b@a@NE^QP@TE
"Boston, MA",9273929,5/8/20 0:02,886,5/9/20 2:02,49,25,}_maG~oaqLm@eCO{AmAqHc@iBQ{@c@{C[gBe@wBU}A]_B[}Bw@_Em@eCMo@]qAMuAa@mBYyBU_Ai@cDSy@WuBMq@i@qBKo@w@sDqAuFg@cDQs@m@cEWmA
"Boston, MA",9273513,5/8/20 0:03,1165,5/9/20 2:02,83,33,y~kaG`elqLFs@LoC?eAO}A[eAa@y@]e@iCuCg@s@mAwBaAoCsAmGSkBQaCGqCQkDGcEHaGHcDDmC?sDFyBh@mHTqB^wBr@gD\y@
"Boston, MA",9026217,5/8/20 0:03,1327,5/9/20 2:03,73,31,_qlaGlrjqLOo@Gu@@w@WuG@w@Hs@JkB@w@Dq@CkBIq@Ds@?_ADw@PkBh@_CVcBNy@FgBIy@@ELMPo@h@cDVo@Xg@Rk@Dq@Ps@`@o@h@iBZc@Fu@Nq@CuACWFc@
"Boston, MA",8776410,5/8/20 0:03,981,5/9/20 2:03,151,74,}epaGfriqLMi@Q_@]uAMw@Cq@Aw@DaBRuC@kADg@IuCGi@Aq@Fi@Cu@Gw@EcBMo@G}@Mo@w@{CSi@g@cAQe@YwAQiBO{D]_GGo@s@wFYoASe@Uc@{@eA
"Boston, MA",8375820,5/8/20 0:04,1327,5/9/20 2:03,87,42,ezmaGjo~pLIe@e@aBk@eCq@}B[wBq@kCq@eE_@iAUmCYgBi@wBCYCyC
"Boston, MA",7089839,5/8/20 0:05,547,5/9/20 2:04,102,61,}dlaGjbqpLBgACkAFwACwBJw@@k@IwE?{GEg@M}I?q@Fg@Ba@Qs@HsBAcC@s@EoF
"Boston, MA",6935830,5/8/20 0:05,1416,5/9/20 2:04,217,158,}{kaGrjhqLaAB}BMWF]\CHIt@|@jD?TGl@QdAyBfJC`@Hv@P`@VRb@JPCPGbBuANE^DJD\b@Nf@Bb@C`@[pAsAtDK`AL~@NZLNj@SrAn@
"Boston, MA",6175932,5/8/20 0:06,1054,5/9/20 2:04,79,40,melaGldhqL@j@Gj@kAtESb@]bAMh@Qb@kAvG[jAu@`GStBOjH
"Boston, MA",5488826,5/8/20 0:07,505,5/9/20 2:05,72,48,}mwaGnciqLCuJDoIAsDBeGAgMJ{GCuKCkBGkBe@kHKk@Y}@EE
"Boston, MA",5018952,5/8/20 0:07,525,5/9/20 2:05,73,33,{dpaGjtiqLR]VRLj@Zx@Fd@R|@@`@f@jCSpBBdAFl@IZE`@BhAC\CdBBpCCjAB^@d@Qx@FfA?`AGd@ChIWbAF^DnAGzA?v@EXE|@O\CZHnA@jDH\YdE[fBEZSv@U`AC^Ov@QlB@lAIx@Aj@KZG`@Cd@M`AOb@q@|D_@t@S`AG|@Ib@]`ASXE`@S~@YfBe@fBe@z@SXk@f@s@X{Df@YJs@FSFi@Cy@l@c@?_@`@s@bAo@d@_@j@QNI^MrA
