date,time,total_dist,total_time,total_time_min,avg_pace,avg_pace_min,mile,pace,pace_min,link
04/09/2019,07:24 AM,2.4,00:18:58,18.967,00:07:53,7.883,2,00:08:06,8.100,https://www.strava.com/activities/2276758656
04/09/2019,07:24 AM,2.4,00:18:58,18.967,00:07:53,7.883,0.4,00:07:32,7.533,https://www.strava.com/activities/2276758656
04/09/2019,07:01 AM,2.42,00:18:02,18.033,00:07:26,7.433,1,00:07:24,7.400,https://www.strava.com/activities/2276757991
04/09/2019,07:01 AM,2.42,00:18:02,18.033,00:07:26,7.433,2,00:07:21,7.350,https://www.strava.com/activities/2276757991
04/09/2019,07:01 AM,2.42,00:18:02,18.033,00:07:26,7.433,0.42,00:07:38,7.633,https://www.strava.com/activities/2276757991
04/07/2019,08:18 AM,7.01,00:57:20,57.333,00:08:11,8.183,1,00:08:25,8.417,https://www.strava.com/activities/2273254471
04/07/2019,08:18 AM,7.01,00:57:20,57.333,00:08:11,8.183,2,00:08:16,8.267,https://www.strava.com/activities/2273254471
04/07/2019,08:18 AM,7.01,00:57:20,57.333,00:08:11,8.183,3,00:08:20,8.333,https://www.strava.com/activities/2273254471
04/07/2019,08:18 AM,7.01,00:57:20,57.333,00:08:11,8.183,4,00:08:35,8.583,https://www.strava.com/activities/2273254471
04/07/2019,08:18 AM,7.01,00:57:20,57.333,00:08:11,8.183,5,00:08:07,8.117,https://www.strava.com/activities/2273254471
04/07/2019,08:18 AM,7.01,00:57:20,57.333,00:08:11,8.183,6,00:08:08,8.133,https://www.strava.com/activities/2273254471
04/07/2019,08:18 AM,7.01,00:57:20,57.333,00:08:11,8.183,7,00:07:19,7.317,https://www.strava.com/activities/2273254471
04/06/2019,03:55 PM,3.11,00:23:59,23.983,00:07:42,7.700,1,00:07:42,7.700,https://www.strava.com/activities/2270135891
04/06/2019,03:55 PM,3.11,00:23:59,23.983,00:07:42,7.700,2,00:07:58,7.967,https://www.strava.com/activities/2270135891
04/06/2019,03:55 PM,3.11,00:23:59,23.983,00:07:42,7.700,3,00:07:36,7.600,https://www.strava.com/activities/2270135891
04/06/2019,03:55 PM,3.11,00:23:59,23.983,00:07:42,7.700,0.11,00:06:01,6.017,https://www.strava.com/activities/2270135891
04/04/2019,07:07 AM,3.27,00:25:29,25.483,00:07:47,7.783,1,00:07:31,7.517,https://www.strava.com/activities/2264253328
04/04/2019,07:07 AM,3.27,00:25:29,25.483,00:07:47,7.783,2,00:07:48,7.800,https://www.strava.com/activities/2264253328
04/04/2019,07:07 AM,3.27,00:25:29,25.483,00:07:47,7.783,3,00:08:00,8.000,https://www.strava.com/activities/2264253328
04/04/2019,07:07 AM,3.27,00:25:29,25.483,00:07:47,7.783,0.27,00:07:44,7.733,https://www.strava.com/activities/2264253328
03/06/2019,07:00 AM,3.6,00:30:00,30.000,00:08:20,8.333,,,,https://www.strava.com/activities/2195189071
11/21/2018,09:57 AM,3.04,00:25:14,25.233,00:08:17,8.283,1,00:08:55,8.917,https://www.strava.com/activities/1977146982
11/21/2018,09:57 AM,3.04,00:25:14,25.233,00:08:17,8.283,2,00:08:09,8.150,https://www.strava.com/activities/1977146982
11/21/2018,09:57 AM,3.04,00:25:14,25.233,00:08:17,8.283,3,00:07:45,7.750,https://www.strava.com/activities/1977146982
