date,time,total_dist,total_time,total_time_min,avg_pace,avg_pace_min,mile,pace,pace_min,link
09/08/2019,10:15 AM,6.27,00:47:24,47.400,00:07:33,7.550,2,00:07:26,7.433,https://www.strava.com/activities/2691866534
09/08/2019,10:15 AM,6.27,00:47:24,47.400,00:07:33,7.550,3,00:07:31,7.517,https://www.strava.com/activities/2691866534
09/08/2019,10:15 AM,6.27,00:47:24,47.400,00:07:33,7.550,4,00:07:17,7.283,https://www.strava.com/activities/2691866534
09/08/2019,10:15 AM,6.27,00:47:24,47.400,00:07:33,7.550,5,00:07:40,7.667,https://www.strava.com/activities/2691866534
09/08/2019,10:15 AM,6.27,00:47:24,47.400,00:07:33,7.550,6,00:08:01,8.017,https://www.strava.com/activities/2691866534
09/08/2019,10:15 AM,6.27,00:47:24,47.400,00:07:33,7.550,0.27,00:06:26,6.433,https://www.strava.com/activities/2691866534
09/07/2019,08:38 AM,3.31,00:32:19,32.317,00:09:45,9.750,1,00:09:39,9.650,https://www.strava.com/activities/2687845457
09/07/2019,08:38 AM,3.31,00:32:19,32.317,00:09:45,9.750,2,00:10:49,10.817,https://www.strava.com/activities/2687845457
09/07/2019,08:38 AM,3.31,00:32:19,32.317,00:09:45,9.750,3,00:08:57,8.950,https://www.strava.com/activities/2687845457
09/07/2019,08:38 AM,3.31,00:32:19,32.317,00:09:45,9.750,0.31,00:09:22,9.367,https://www.strava.com/activities/2687845457
09/04/2019,07:07 AM,4.43,00:35:31,35.517,00:08:00,8.000,1,00:08:12,8.200,https://www.strava.com/activities/2678964985
09/04/2019,07:07 AM,4.43,00:35:31,35.517,00:08:00,8.000,2,00:07:53,7.883,https://www.strava.com/activities/2678964985
09/04/2019,07:07 AM,4.43,00:35:31,35.517,00:08:00,8.000,3,00:08:24,8.400,https://www.strava.com/activities/2678964985
09/04/2019,07:07 AM,4.43,00:35:31,35.517,00:08:00,8.000,4,00:07:56,7.933,https://www.strava.com/activities/2678964985
09/04/2019,07:07 AM,4.43,00:35:31,35.517,00:08:00,8.000,0.43,00:07:06,7.100,https://www.strava.com/activities/2678964985
09/03/2019,07:22 AM,1.06,00:06:12,6.200,00:05:48,5.800,1,00:05:51,5.850,https://www.strava.com/activities/2676355900
09/01/2019,10:31 AM,4.06,00:42:31,42.517,00:10:27,10.450,1,00:08:06,8.100,https://www.strava.com/activities/2671032226
09/01/2019,10:31 AM,4.06,00:42:31,42.517,00:10:27,10.450,2,00:07:57,7.950,https://www.strava.com/activities/2671032226
09/01/2019,10:31 AM,4.06,00:42:31,42.517,00:10:27,10.450,3,00:03:12,3.200,https://www.strava.com/activities/2671032226
09/01/2019,10:31 AM,4.06,00:42:31,42.517,00:10:27,10.450,4,00:08:33,8.550,https://www.strava.com/activities/2671032226
08/30/2019,07:04 AM,6.11,00:49:10,49.167,00:08:02,8.033,1,00:07:54,7.900,https://www.strava.com/activities/2664564761
08/30/2019,07:04 AM,6.11,00:49:10,49.167,00:08:02,8.033,2,00:07:55,7.917,https://www.strava.com/activities/2664564761
08/30/2019,07:04 AM,6.11,00:49:10,49.167,00:08:02,8.033,3,00:08:04,8.067,https://www.strava.com/activities/2664564761
08/30/2019,07:04 AM,6.11,00:49:10,49.167,00:08:02,8.033,4,00:08:16,8.267,https://www.strava.com/activities/2664564761
08/30/2019,07:04 AM,6.11,00:49:10,49.167,00:08:02,8.033,5,00:08:06,8.100,https://www.strava.com/activities/2664564761
08/30/2019,07:04 AM,6.11,00:49:10,49.167,00:08:02,8.033,6,00:08:03,8.050,https://www.strava.com/activities/2664564761
08/30/2019,07:04 AM,6.11,00:49:10,49.167,00:08:02,8.033,0.11,00:07:37,7.617,https://www.strava.com/activities/2664564761
08/25/2019,09:44 AM,2.53,00:18:26,18.433,00:07:16,7.267,1,00:07:12,7.200,https://www.strava.com/activities/2650809794
08/25/2019,09:44 AM,2.53,00:18:26,18.433,00:07:16,7.267,2,00:07:24,7.400,https://www.strava.com/activities/2650809794
08/25/2019,09:44 AM,2.53,00:18:26,18.433,00:07:16,7.267,0.53,00:07:11,7.183,https://www.strava.com/activities/2650809794
08/23/2019,07:06 AM,4.84,00:38:45,38.750,00:08:00,8.000,1,00:08:03,8.050,https://www.strava.com/activities/2644854567
08/23/2019,07:06 AM,4.84,00:38:45,38.750,00:08:00,8.000,2,00:07:50,7.833,https://www.strava.com/activities/2644854567
08/23/2019,07:06 AM,4.84,00:38:45,38.750,00:08:00,8.000,3,00:08:18,8.300,https://www.strava.com/activities/2644854567
08/23/2019,07:06 AM,4.84,00:38:45,38.750,00:08:00,8.000,4,00:08:03,8.050,https://www.strava.com/activities/2644854567
08/23/2019,07:06 AM,4.84,00:38:45,38.750,00:08:00,8.000,0.84,00:07:43,7.717,https://www.strava.com/activities/2644854567
08/21/2019,07:08 AM,3.1,00:24:44,24.733,00:07:59,7.983,1,00:08:11,8.183,https://www.strava.com/activities/2638633095
08/21/2019,07:08 AM,3.1,00:24:44,24.733,00:07:59,7.983,2,00:07:57,7.950,https://www.strava.com/activities/2638633095
08/21/2019,07:08 AM,3.1,00:24:44,24.733,00:07:59,7.983,3,00:07:50,7.833,https://www.strava.com/activities/2638633095
08/21/2019,07:08 AM,3.1,00:24:44,24.733,00:07:59,7.983,0.1,00:07:19,7.317,https://www.strava.com/activities/2638633095
08/17/2019,12:28 PM,3.05,00:21:59,21.983,00:07:12,7.200,1,00:07:02,7.033,https://www.strava.com/activities/2628141808
08/17/2019,12:28 PM,3.05,00:21:59,21.983,00:07:12,7.200,2,00:07:16,7.267,https://www.strava.com/activities/2628141808
08/17/2019,12:28 PM,3.05,00:21:59,21.983,00:07:12,7.200,3,00:07:20,7.333,https://www.strava.com/activities/2628141808
08/13/2019,07:04 AM,4.78,00:40:47,40.783,00:08:32,8.533,1,00:08:13,8.217,https://www.strava.com/activities/2615683900
08/13/2019,07:04 AM,4.78,00:40:47,40.783,00:08:32,8.533,2,00:08:06,8.100,https://www.strava.com/activities/2615683900
08/13/2019,07:04 AM,4.78,00:40:47,40.783,00:08:32,8.533,3,00:08:36,8.600,https://www.strava.com/activities/2615683900
08/13/2019,07:04 AM,4.78,00:40:47,40.783,00:08:32,8.533,4,00:09:14,9.233,https://www.strava.com/activities/2615683900
08/13/2019,07:04 AM,4.78,00:40:47,40.783,00:08:32,8.533,0.78,00:08:30,8.500,https://www.strava.com/activities/2615683900
08/09/2019,07:02 AM,2.8,00:21:57,21.950,00:07:50,7.833,1,00:07:42,7.700,https://www.strava.com/activities/2612464903
08/09/2019,07:02 AM,2.8,00:21:57,21.950,00:07:50,7.833,2,00:07:52,7.867,https://www.strava.com/activities/2612464903
08/09/2019,07:02 AM,2.8,00:21:57,21.950,00:07:50,7.833,0.8,00:07:58,7.967,https://www.strava.com/activities/2612464903
07/31/2019,07:22 AM,2.2,00:17:38,17.633,00:08:00,8.000,1,00:07:37,7.617,https://www.strava.com/activities/2612464241
07/31/2019,07:22 AM,2.2,00:17:38,17.633,00:08:00,8.000,2,00:08:22,8.367,https://www.strava.com/activities/2612464241
07/31/2019,07:22 AM,2.2,00:17:38,17.633,00:08:00,8.000,0.2,00:07:59,7.983,https://www.strava.com/activities/2612464241
07/24/2019,07:05 AM,3.14,00:24:34,24.567,00:07:48,7.800,1,00:08:31,8.517,https://www.strava.com/activities/2559119778
07/24/2019,07:05 AM,3.14,00:24:34,24.567,00:07:48,7.800,2,00:07:40,7.667,https://www.strava.com/activities/2559119778
07/24/2019,07:05 AM,3.14,00:24:34,24.567,00:07:48,7.800,3,00:07:46,7.767,https://www.strava.com/activities/2559119778
07/24/2019,07:05 AM,3.14,00:24:34,24.567,00:07:48,7.800,0.14,00:07:58,7.967,https://www.strava.com/activities/2559119778
07/06/2019,12:05 PM,2.97,00:56:23,56.383,00:18:58,18.967,1,00:21:39,21.650,https://www.strava.com/activities/2509891167
07/06/2019,12:05 PM,2.97,00:56:23,56.383,00:18:58,18.967,2,00:17:17,17.283,https://www.strava.com/activities/2509891167
07/06/2019,12:05 PM,2.97,00:56:23,56.383,00:18:58,18.967,3,00:17:57,17.950,https://www.strava.com/activities/2509891167
06/25/2019,07:03 PM,3.07,00:21:32,21.533,00:07:01,7.017,1,00:06:57,6.950,https://www.strava.com/activities/2481036662
06/25/2019,07:03 PM,3.07,00:21:32,21.533,00:07:01,7.017,2,00:06:50,6.833,https://www.strava.com/activities/2481036662
06/25/2019,07:03 PM,3.07,00:21:32,21.533,00:07:01,7.017,3,00:07:01,7.017,https://www.strava.com/activities/2481036662
05/31/2019,06:34 AM,5.49,00:40:52,40.867,00:07:26,7.433,1,00:07:24,7.400,https://www.strava.com/activities/2411365580
05/31/2019,06:34 AM,5.49,00:40:52,40.867,00:07:26,7.433,2,00:07:20,7.333,https://www.strava.com/activities/2411365580
05/31/2019,06:34 AM,5.49,00:40:52,40.867,00:07:26,7.433,3,00:07:26,7.433,https://www.strava.com/activities/2411365580
05/31/2019,06:34 AM,5.49,00:40:52,40.867,00:07:26,7.433,4,00:07:30,7.500,https://www.strava.com/activities/2411365580
05/31/2019,06:34 AM,5.49,00:40:52,40.867,00:07:26,7.433,5,00:07:32,7.533,https://www.strava.com/activities/2411365580
05/31/2019,06:34 AM,5.49,00:40:52,40.867,00:07:26,7.433,0.49,00:07:26,7.433,https://www.strava.com/activities/2411365580
05/26/2019,07:11 AM,13.39,01:45:35,105.583,00:07:53,7.883,1,00:08:39,8.650,https://www.strava.com/activities/2398792114
05/26/2019,07:11 AM,13.39,01:45:35,105.583,00:07:53,7.883,2,00:07:53,7.883,https://www.strava.com/activities/2398792114
05/26/2019,07:11 AM,13.39,01:45:35,105.583,00:07:53,7.883,3,00:07:51,7.850,https://www.strava.com/activities/2398792114
05/26/2019,07:11 AM,13.39,01:45:35,105.583,00:07:53,7.883,4,00:07:48,7.800,https://www.strava.com/activities/2398792114
05/26/2019,07:11 AM,13.39,01:45:35,105.583,00:07:53,7.883,5,00:07:49,7.817,https://www.strava.com/activities/2398792114
05/26/2019,07:11 AM,13.39,01:45:35,105.583,00:07:53,7.883,6,00:07:53,7.883,https://www.strava.com/activities/2398792114
05/26/2019,07:11 AM,13.39,01:45:35,105.583,00:07:53,7.883,7,00:07:35,7.583,https://www.strava.com/activities/2398792114
05/26/2019,07:11 AM,13.39,01:45:35,105.583,00:07:53,7.883,8,00:07:55,7.917,https://www.strava.com/activities/2398792114
05/26/2019,07:11 AM,13.39,01:45:35,105.583,00:07:53,7.883,9,00:07:59,7.983,https://www.strava.com/activities/2398792114
05/26/2019,07:11 AM,13.39,01:45:35,105.583,00:07:53,7.883,10,00:08:22,8.367,https://www.strava.com/activities/2398792114
05/26/2019,07:11 AM,13.39,01:45:35,105.583,00:07:53,7.883,11,00:08:24,8.400,https://www.strava.com/activities/2398792114
05/26/2019,07:11 AM,13.39,01:45:35,105.583,00:07:53,7.883,12,00:07:51,7.850,https://www.strava.com/activities/2398792114
05/26/2019,07:11 AM,13.39,01:45:35,105.583,00:07:53,7.883,13,00:06:52,6.867,https://www.strava.com/activities/2398792114
05/26/2019,07:11 AM,13.39,01:45:35,105.583,00:07:53,7.883,0.39,00:06:52,6.867,https://www.strava.com/activities/2398792114
05/24/2019,07:25 AM,3.32,00:25:22,25.367,00:07:38,7.633,1,00:07:49,7.817,https://www.strava.com/activities/2393152585
05/24/2019,07:25 AM,3.32,00:25:22,25.367,00:07:38,7.633,2,00:07:32,7.533,https://www.strava.com/activities/2393152585
05/24/2019,07:25 AM,3.32,00:25:22,25.367,00:07:38,7.633,3,00:07:38,7.633,https://www.strava.com/activities/2393152585
05/24/2019,07:25 AM,3.32,00:25:22,25.367,00:07:38,7.633,0.31,00:07:25,7.417,https://www.strava.com/activities/2393152585
05/22/2019,06:08 PM,5.15,00:39:54,39.900,00:07:44,7.733,1,00:07:43,7.717,https://www.strava.com/activities/2389527812
05/22/2019,06:08 PM,5.15,00:39:54,39.900,00:07:44,7.733,2,00:07:44,7.733,https://www.strava.com/activities/2389527812
05/22/2019,06:08 PM,5.15,00:39:54,39.900,00:07:44,7.733,3,00:07:44,7.733,https://www.strava.com/activities/2389527812
05/22/2019,06:08 PM,5.15,00:39:54,39.900,00:07:44,7.733,4,00:07:49,7.817,https://www.strava.com/activities/2389527812
05/22/2019,06:08 PM,5.15,00:39:54,39.900,00:07:44,7.733,5,00:07:51,7.850,https://www.strava.com/activities/2389527812
05/22/2019,06:08 PM,5.15,00:39:54,39.900,00:07:44,7.733,0.16,00:06:35,6.583,https://www.strava.com/activities/2389527812
05/15/2019,06:51 AM,4.17,00:33:57,33.950,00:08:08,8.133,1,00:08:22,8.367,https://www.strava.com/activities/2369831975
05/15/2019,06:51 AM,4.17,00:33:57,33.950,00:08:08,8.133,2,00:08:23,8.383,https://www.strava.com/activities/2369831975
05/15/2019,06:51 AM,4.17,00:33:57,33.950,00:08:08,8.133,3,00:07:58,7.967,https://www.strava.com/activities/2369831975
05/15/2019,06:51 AM,4.17,00:33:57,33.950,00:08:08,8.133,4,00:07:47,7.783,https://www.strava.com/activities/2369831975
05/15/2019,06:51 AM,4.17,00:33:57,33.950,00:08:08,8.133,0.17,00:08:11,8.183,https://www.strava.com/activities/2369831975
05/13/2019,07:07 AM,8.06,01:03:06,63.100,00:07:50,7.833,1,00:07:43,7.717,https://www.strava.com/activities/2364495749
05/13/2019,07:07 AM,8.06,01:03:06,63.100,00:07:50,7.833,2,00:08:11,8.183,https://www.strava.com/activities/2364495749
05/13/2019,07:07 AM,8.06,01:03:06,63.100,00:07:50,7.833,3,00:08:08,8.133,https://www.strava.com/activities/2364495749
05/13/2019,07:07 AM,8.06,01:03:06,63.100,00:07:50,7.833,4,00:07:10,7.167,https://www.strava.com/activities/2364495749
05/13/2019,07:07 AM,8.06,01:03:06,63.100,00:07:50,7.833,5,00:07:43,7.717,https://www.strava.com/activities/2364495749
05/13/2019,07:07 AM,8.06,01:03:06,63.100,00:07:50,7.833,6,00:08:31,8.517,https://www.strava.com/activities/2364495749
05/13/2019,07:07 AM,8.06,01:03:06,63.100,00:07:50,7.833,7,00:07:53,7.883,https://www.strava.com/activities/2364495749
05/13/2019,07:07 AM,8.06,01:03:06,63.100,00:07:50,7.833,8,00:07:18,7.300,https://www.strava.com/activities/2364495749
05/11/2019,08:51 AM,5.13,00:39:19,39.317,00:07:39,7.650,1,00:07:38,7.633,https://www.strava.com/activities/2360352298
05/11/2019,08:51 AM,5.13,00:39:19,39.317,00:07:39,7.650,2,00:07:31,7.517,https://www.strava.com/activities/2360352298
05/11/2019,08:51 AM,5.13,00:39:19,39.317,00:07:39,7.650,3,00:07:55,7.917,https://www.strava.com/activities/2360352298
05/11/2019,08:51 AM,5.13,00:39:19,39.317,00:07:39,7.650,4,00:07:41,7.683,https://www.strava.com/activities/2360352298
05/11/2019,08:51 AM,5.13,00:39:19,39.317,00:07:39,7.650,5,00:07:39,7.650,https://www.strava.com/activities/2360352298
05/11/2019,08:51 AM,5.13,00:39:19,39.317,00:07:39,7.650,0.13,00:06:24,6.400,https://www.strava.com/activities/2360352298
05/10/2019,06:53 AM,3.98,00:32:05,32.083,00:08:03,8.050,1,00:08:12,8.200,https://www.strava.com/activities/2356392376
05/10/2019,06:53 AM,3.98,00:32:05,32.083,00:08:03,8.050,2,00:08:13,8.217,https://www.strava.com/activities/2356392376
05/10/2019,06:53 AM,3.98,00:32:05,32.083,00:08:03,8.050,3,00:07:58,7.967,https://www.strava.com/activities/2356392376
05/10/2019,06:53 AM,3.98,00:32:05,32.083,00:08:03,8.050,4,00:07:45,7.750,https://www.strava.com/activities/2356392376
05/08/2019,07:15 AM,11.07,01:33:47,93.783,00:08:28,8.467,1,00:07:56,7.933,https://www.strava.com/activities/2351503637
05/08/2019,07:15 AM,11.07,01:33:47,93.783,00:08:28,8.467,2,00:08:06,8.100,https://www.strava.com/activities/2351503637
05/08/2019,07:15 AM,11.07,01:33:47,93.783,00:08:28,8.467,3,00:08:08,8.133,https://www.strava.com/activities/2351503637
05/08/2019,07:15 AM,11.07,01:33:47,93.783,00:08:28,8.467,4,00:08:17,8.283,https://www.strava.com/activities/2351503637
05/08/2019,07:15 AM,11.07,01:33:47,93.783,00:08:28,8.467,5,00:08:42,8.700,https://www.strava.com/activities/2351503637
05/08/2019,07:15 AM,11.07,01:33:47,93.783,00:08:28,8.467,6,00:08:21,8.350,https://www.strava.com/activities/2351503637
05/08/2019,07:15 AM,11.07,01:33:47,93.783,00:08:28,8.467,7,00:08:26,8.433,https://www.strava.com/activities/2351503637
05/08/2019,07:15 AM,11.07,01:33:47,93.783,00:08:28,8.467,8,00:08:34,8.567,https://www.strava.com/activities/2351503637
05/08/2019,07:15 AM,11.07,01:33:47,93.783,00:08:28,8.467,9,00:08:32,8.533,https://www.strava.com/activities/2351503637
05/08/2019,07:15 AM,11.07,01:33:47,93.783,00:08:28,8.467,10,00:09:22,9.367,https://www.strava.com/activities/2351503637
05/08/2019,07:15 AM,11.07,01:33:47,93.783,00:08:28,8.467,11,00:08:58,8.967,https://www.strava.com/activities/2351503637
05/02/2019,07:04 AM,5.11,00:41:44,41.733,00:08:09,8.150,1,00:07:53,7.883,https://www.strava.com/activities/2336453891
05/02/2019,07:04 AM,5.11,00:41:44,41.733,00:08:09,8.150,2,00:08:26,8.433,https://www.strava.com/activities/2336453891
05/02/2019,07:04 AM,5.11,00:41:44,41.733,00:08:09,8.150,3,00:08:03,8.050,https://www.strava.com/activities/2336453891
05/02/2019,07:04 AM,5.11,00:41:44,41.733,00:08:09,8.150,4,00:08:14,8.233,https://www.strava.com/activities/2336453891
05/02/2019,07:04 AM,5.11,00:41:44,41.733,00:08:09,8.150,5,00:08:12,8.200,https://www.strava.com/activities/2336453891
05/02/2019,07:04 AM,5.11,00:41:44,41.733,00:08:09,8.150,0.11,00:08:03,8.050,https://www.strava.com/activities/2336453891
04/30/2019,07:10 AM,2.67,00:23:30,23.500,00:08:48,8.800,,,,https://www.strava.com/activities/2330302628
04/28/2019,08:50 PM,1,00:07:30,7.500,00:07:28,7.467,1,00:07:28,7.467,https://www.strava.com/activities/2327090221
04/28/2019,06:59 PM,11.06,01:35:37,95.617,00:08:39,8.650,1,00:08:33,8.550,https://www.strava.com/activities/2327090157
04/28/2019,06:59 PM,11.06,01:35:37,95.617,00:08:39,8.650,2,00:08:52,8.867,https://www.strava.com/activities/2327090157
04/28/2019,06:59 PM,11.06,01:35:37,95.617,00:08:39,8.650,3,00:08:35,8.583,https://www.strava.com/activities/2327090157
04/28/2019,06:59 PM,11.06,01:35:37,95.617,00:08:39,8.650,4,00:08:28,8.467,https://www.strava.com/activities/2327090157
04/28/2019,06:59 PM,11.06,01:35:37,95.617,00:08:39,8.650,5,00:08:51,8.850,https://www.strava.com/activities/2327090157
04/28/2019,06:59 PM,11.06,01:35:37,95.617,00:08:39,8.650,6,00:09:07,9.117,https://www.strava.com/activities/2327090157
04/28/2019,06:59 PM,11.06,01:35:37,95.617,00:08:39,8.650,7,00:08:35,8.583,https://www.strava.com/activities/2327090157
04/28/2019,06:59 PM,11.06,01:35:37,95.617,00:08:39,8.650,8,00:08:28,8.467,https://www.strava.com/activities/2327090157
04/28/2019,06:59 PM,11.06,01:35:37,95.617,00:08:39,8.650,9,00:08:33,8.550,https://www.strava.com/activities/2327090157
04/28/2019,06:59 PM,11.06,01:35:37,95.617,00:08:39,8.650,10,00:07:54,7.900,https://www.strava.com/activities/2327090157
04/28/2019,06:59 PM,11.06,01:35:37,95.617,00:08:39,8.650,11,00:08:53,8.883,https://www.strava.com/activities/2327090157
04/27/2019,09:02 AM,3.07,00:24:02,24.033,00:07:50,7.833,1,00:07:53,7.883,https://www.strava.com/activities/2323824324
04/27/2019,09:02 AM,3.07,00:24:02,24.033,00:07:50,7.833,2,00:07:54,7.900,https://www.strava.com/activities/2323824324
04/27/2019,09:02 AM,3.07,00:24:02,24.033,00:07:50,7.833,3,00:07:48,7.800,https://www.strava.com/activities/2323824324
04/26/2019,07:30 AM,0.26,00:01:25,1.417,00:05:28,5.467,0.26,00:05:28,5.467,https://www.strava.com/activities/2320140272
04/26/2019,07:22 AM,0.53,00:03:11,3.183,00:05:57,5.950,0.53,00:05:56,5.933,https://www.strava.com/activities/2320140125
04/26/2019,07:10 AM,1.1,00:07:17,7.283,00:06:36,6.600,1,00:06:36,6.600,https://www.strava.com/activities/2320054677
04/26/2019,07:10 AM,1.1,00:07:17,7.283,00:06:36,6.600,0.1,00:06:37,6.617,https://www.strava.com/activities/2320054677
04/24/2019,06:52 AM,9.08,01:17:21,77.350,00:08:31,8.517,1,00:08:22,8.367,https://www.strava.com/activities/2316344915
04/24/2019,06:52 AM,9.08,01:17:21,77.350,00:08:31,8.517,2,00:08:18,8.300,https://www.strava.com/activities/2316344915
04/24/2019,06:52 AM,9.08,01:17:21,77.350,00:08:31,8.517,3,00:08:23,8.383,https://www.strava.com/activities/2316344915
04/24/2019,06:52 AM,9.08,01:17:21,77.350,00:08:31,8.517,4,00:08:22,8.367,https://www.strava.com/activities/2316344915
04/24/2019,06:52 AM,9.08,01:17:21,77.350,00:08:31,8.517,5,00:08:19,8.317,https://www.strava.com/activities/2316344915
04/24/2019,06:52 AM,9.08,01:17:21,77.350,00:08:31,8.517,6,00:08:32,8.533,https://www.strava.com/activities/2316344915
04/24/2019,06:52 AM,9.08,01:17:21,77.350,00:08:31,8.517,7,00:08:57,8.950,https://www.strava.com/activities/2316344915
04/24/2019,06:52 AM,9.08,01:17:21,77.350,00:08:31,8.517,8,00:08:43,8.717,https://www.strava.com/activities/2316344915
04/24/2019,06:52 AM,9.08,01:17:21,77.350,00:08:31,8.517,9,00:08:44,8.733,https://www.strava.com/activities/2316344915
04/19/2019,06:53 AM,1.1,00:06:34,6.567,00:05:56,5.933,1,00:05:51,5.850,https://www.strava.com/activities/2301437151
04/19/2019,06:53 AM,1.1,00:06:34,6.567,00:05:56,5.933,0.1,00:06:38,6.633,https://www.strava.com/activities/2301437151
04/16/2019,07:03 AM,8,01:08:04,68.067,00:08:30,8.500,1,00:08:25,8.417,https://www.strava.com/activities/2294038333
04/16/2019,07:03 AM,8,01:08:04,68.067,00:08:30,8.500,2,00:08:19,8.317,https://www.strava.com/activities/2294038333
04/16/2019,07:03 AM,8,01:08:04,68.067,00:08:30,8.500,3,00:09:08,9.133,https://www.strava.com/activities/2294038333
04/16/2019,07:03 AM,8,01:08:04,68.067,00:08:30,8.500,4,00:08:28,8.467,https://www.strava.com/activities/2294038333
04/16/2019,07:03 AM,8,01:08:04,68.067,00:08:30,8.500,5,00:08:15,8.250,https://www.strava.com/activities/2294038333
04/16/2019,07:03 AM,8,01:08:04,68.067,00:08:30,8.500,6,00:08:20,8.333,https://www.strava.com/activities/2294038333
04/16/2019,07:03 AM,8,01:08:04,68.067,00:08:30,8.500,7,00:08:21,8.350,https://www.strava.com/activities/2294038333
04/16/2019,07:03 AM,8,01:08:04,68.067,00:08:30,8.500,8,00:08:37,8.617,https://www.strava.com/activities/2294038333
04/14/2019,09:29 AM,4.07,00:33:48,33.800,00:08:18,8.300,1,00:08:18,8.300,https://www.strava.com/activities/2290285050
04/14/2019,09:29 AM,4.07,00:33:48,33.800,00:08:18,8.300,2,00:08:03,8.050,https://www.strava.com/activities/2290285050
04/14/2019,09:29 AM,4.07,00:33:48,33.800,00:08:18,8.300,3,00:08:28,8.467,https://www.strava.com/activities/2290285050
04/14/2019,09:29 AM,4.07,00:33:48,33.800,00:08:18,8.300,4,00:08:25,8.417,https://www.strava.com/activities/2290285050
04/09/2019,07:24 AM,2.4,00:18:58,18.967,00:07:53,7.883,1,00:07:49,7.817,https://www.strava.com/activities/2276758656
